analysis_id,result_id,contrast_id,hypothesis,dandiset_version,code_version,seed,analysis_tier,inclusion_definition,missingness_stratum,estimate,scale,ci_low,ci_high,confidence_level,ci_method,test_statistic,test_method,p_value,adjusted_p_value,adjustment_method,multiplicity_family,sidedness,n_mice,n_sessions,n_probes,n_units,n_trials,aggregation,bootstrap_id,model_formula,cv_grouping,status,reason,parent_region_acronym,parent_region_id,parent_region_order,parent_region_name
anatomical_axis_enrichment,absolute_loading__MB,absolute_loading_region_minus_session_population__MB,Absolute reward-state-axis loading differs in Midbrain relative to the same sessions' full well-isolated population,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1051,discovery,"behavior-eligible discovery sessions; quality good, isi violations <0.5, amplitude cutoff <0.1; finite Figure 2 axis weight; Allen CCFv3 official-major-division mapping; D04 not yet applied",region passes locked 5-mouse/8-session/median-10-unit coverage,0.011421539583172904,within-session standardized decoder coefficient,-0.08473683867907925,0.1325211581089848,0.95,mouse percentile bootstrap,0.011421539583172904,two-sided session-preserving anatomy-label permutation,0.7674232576742326,1.0,holm,anatomical_axis_region_screen,two-sided,10,14,20,1045,,region mean within session; equal sessions within mouse; equal mice,mouse_percentile_10000_seed_1052,axis_weight z-scored within session; absolute magnitude analyzed separately,inherits Figure 2 nested contiguous E1-vs-NR folds,pass,,MB,313,2,Midbrain
anatomical_axis_enrichment,absolute_loading__Isocortex,absolute_loading_region_minus_session_population__Isocortex,Absolute reward-state-axis loading differs in Isocortex relative to the same sessions' full well-isolated population,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1051,discovery,"behavior-eligible discovery sessions; quality good, isi violations <0.5, amplitude cutoff <0.1; finite Figure 2 axis weight; Allen CCFv3 official-major-division mapping; D04 not yet applied",region passes locked 5-mouse/8-session/median-10-unit coverage,0.08820311529059122,within-session standardized decoder coefficient,0.06692304910023283,0.10884469120232745,0.95,mouse percentile bootstrap,0.08820311529059122,two-sided session-preserving anatomy-label permutation,0.00009999000099990002,0.000999900009999,holm,anatomical_axis_region_screen,two-sided,12,23,121,10069,,region mean within session; equal sessions within mouse; equal mice,mouse_percentile_10000_seed_1053,axis_weight z-scored within session; absolute magnitude analyzed separately,inherits Figure 2 nested contiguous E1-vs-NR folds,pass,,Isocortex,315,5,Isocortex
anatomical_axis_enrichment,absolute_loading__STR,absolute_loading_region_minus_session_population__STR,Absolute reward-state-axis loading differs in Striatum relative to the same sessions' full well-isolated population,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1051,discovery,"behavior-eligible discovery sessions; quality good, isi violations <0.5, amplitude cutoff <0.1; finite Figure 2 axis weight; Allen CCFv3 official-major-division mapping; D04 not yet applied",region passes locked 5-mouse/8-session/median-10-unit coverage,0.19017673817711558,within-session standardized decoder coefficient,0.06629439352643351,0.2937565288225857,0.95,mouse percentile bootstrap,0.19017673817711558,two-sided session-preserving anatomy-label permutation,0.00009999000099990002,0.000999900009999,holm,anatomical_axis_region_screen,two-sided,11,20,28,2046,,region mean within session; equal sessions within mouse; equal mice,mouse_percentile_10000_seed_1054,axis_weight z-scored within session; absolute magnitude analyzed separately,inherits Figure 2 nested contiguous E1-vs-NR folds,pass,,STR,477,7,Striatum
anatomical_axis_enrichment,absolute_loading__TH,absolute_loading_region_minus_session_population__TH,Absolute reward-state-axis loading differs in Thalamus relative to the same sessions' full well-isolated population,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1051,discovery,"behavior-eligible discovery sessions; quality good, isi violations <0.5, amplitude cutoff <0.1; finite Figure 2 axis weight; Allen CCFv3 official-major-division mapping; D04 not yet applied",region passes locked 5-mouse/8-session/median-10-unit coverage,-0.27267137409877945,within-session standardized decoder coefficient,-0.30132975570867676,-0.2425455665105474,0.95,mouse percentile bootstrap,0.27267137409877945,two-sided session-preserving anatomy-label permutation,0.00009999000099990002,0.000999900009999,holm,anatomical_axis_region_screen,two-sided,12,23,65,3714,,region mean within session; equal sessions within mouse; equal mice,mouse_percentile_10000_seed_1055,axis_weight z-scored within session; absolute magnitude analyzed separately,inherits Figure 2 nested contiguous E1-vs-NR folds,pass,,TH,549,9,Thalamus
anatomical_axis_enrichment,absolute_loading__HPF,absolute_loading_region_minus_session_population__HPF,Absolute reward-state-axis loading differs in Hippocampal formation relative to the same sessions' full well-isolated population,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1051,discovery,"behavior-eligible discovery sessions; quality good, isi violations <0.5, amplitude cutoff <0.1; finite Figure 2 axis weight; Allen CCFv3 official-major-division mapping; D04 not yet applied",region passes locked 5-mouse/8-session/median-10-unit coverage,-0.08060396205748584,within-session standardized decoder coefficient,-0.1262619924325322,-0.03183953386732156,0.95,mouse percentile bootstrap,0.08060396205748584,two-sided session-preserving anatomy-label permutation,0.0004999500049995,0.0034996500349965005,holm,anatomical_axis_region_screen,two-sided,12,23,64,2727,,region mean within session; equal sessions within mouse; equal mice,mouse_percentile_10000_seed_1056,axis_weight z-scored within session; absolute magnitude analyzed separately,inherits Figure 2 nested contiguous E1-vs-NR folds,pass,,HPF,1089,11,Hippocampal formation
