analysis_id,result_id,contrast_id,hypothesis,dandiset_version,code_version,seed,analysis_tier,inclusion_definition,missingness_stratum,estimate,scale,ci_low,ci_high,confidence_level,ci_method,test_statistic,test_method,p_value,adjusted_p_value,adjustment_method,multiplicity_family,sidedness,n_mice,n_sessions,n_probes,n_units,n_trials,aggregation,bootstrap_id,model_formula,cv_grouping,status,reason
figure_1_behavior,reversible_gating_mouse_mean,0.5*engaged_1-no_reward_late+0.5*engaged_2_early,Summarize the symmetric contrast between mean reward-available change-response probability and late no-reward response probability.,0.260825.2232,24ba096deb2d8931af3423b9b5682cdbeec7884c+dirty,1051,exploratory,"technically valid sessions with complete estimable E1, late-NR, and early-E2 primary blocks; no behavioral-threshold selection",complete technically valid behavior,0.4623816982871385,response-probability difference,0.3861517101769423,0.5397000207886343,0.95,percentile bootstrap over mice,,,,,,,,27,99,,,12507,equal-session mean within mouse; equal-mouse mean,seed=1051;n_resamples=10000,,,pass,
