_nwb_path,subject_id,reward_block,block_order,block_start_from_session_seconds,block_stop_from_session_seconds,block_duration_seconds,n_trials,is_technically_valid
https://dandiarchive.s3.amazonaws.com/blobs/cef/352/cef35297-7f3a-41ce-949d-59dd2a4c4bc1,615048,engaged_2,3,2397.92199,3900.69604,1502.77405,196,true
https://dandiarchive.s3.amazonaws.com/blobs/fe0/9ba/fe09ba54-89e9-4b73-bf95-5127c2ee2ad9,615048,engaged_1,1,0.0,895.7973799999999,895.7973799999999,170,true
https://dandiarchive.s3.amazonaws.com/blobs/fe0/9ba/fe09ba54-89e9-4b73-bf95-5127c2ee2ad9,615048,no_reward,2,896.3814899999999,2395.83573,1499.45424,244,true
https://dandiarchive.s3.amazonaws.com/blobs/fe0/9ba/fe09ba54-89e9-4b73-bf95-5127c2ee2ad9,615048,engaged_2,3,2396.38607,3903.0301,1506.64403,262,true
https://dandiarchive.s3.amazonaws.com/blobs/ce1/184/ce11847a-19b5-4a16-a4f9-b904cc8aece6,615563,engaged_1,1,0.0,893.92777,893.92777,148,true
https://dandiarchive.s3.amazonaws.com/blobs/ce1/184/ce11847a-19b5-4a16-a4f9-b904cc8aece6,615563,no_reward,2,894.16165,2387.1433500000003,1492.9817,224,true
https://dandiarchive.s3.amazonaws.com/blobs/ce1/184/ce11847a-19b5-4a16-a4f9-b904cc8aece6,615563,engaged_2,3,2387.39411,3900.65972,1513.26561,305,true
https://dandiarchive.s3.amazonaws.com/blobs/ce2/279/ce2279e0-4653-4528-b6a3-5dcf3b13bc5f,615563,engaged_1,1,0.0,897.68253,897.68253,150,true
https://dandiarchive.s3.amazonaws.com/blobs/ce2/279/ce2279e0-4653-4528-b6a3-5dcf3b13bc5f,615563,no_reward,2,897.93315,2389.96425,1492.0311000000002,251,true
https://dandiarchive.s3.amazonaws.com/blobs/ce2/279/ce2279e0-4653-4528-b6a3-5dcf3b13bc5f,615563,engaged_2,3,2390.39797,3901.13378,1510.7358099999997,290,true
https://dandiarchive.s3.amazonaws.com/blobs/d53/5f5/d535f597-e428-4fbb-aa14-16ef4a07f81b,615563,engaged_1,1,0.0,887.82143,887.82143,167,true
https://dandiarchive.s3.amazonaws.com/blobs/d53/5f5/d535f597-e428-4fbb-aa14-16ef4a07f81b,615563,no_reward,2,888.2386000000001,2398.53545,1510.29685,195,true
https://dandiarchive.s3.amazonaws.com/blobs/d53/5f5/d535f597-e428-4fbb-aa14-16ef4a07f81b,615563,engaged_2,3,2398.7693299999996,3904.59591,1505.8265800000004,249,true
https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,615564,engaged_1,1,0.0,896.79755,896.79755,182,true
https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,615564,no_reward,2,897.03386,2393.3995800000002,1496.36572,221,true
https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,615564,engaged_2,3,2394.1005600000003,3903.6302600000004,1509.5297,302,true
https://dandiarchive.s3.amazonaws.com/blobs/3ae/b2f/3aeb2f0d-c1c1-4b50-964b-61caffa07ee9,615564,engaged_1,1,0.0,898.43208,898.43208,171,true
https://dandiarchive.s3.amazonaws.com/blobs/3ae/b2f/3aeb2f0d-c1c1-4b50-964b-61caffa07ee9,615564,no_reward,2,898.6324400000001,2397.66942,1499.03698,423,true
https://dandiarchive.s3.amazonaws.com/blobs/3ae/b2f/3aeb2f0d-c1c1-4b50-964b-61caffa07ee9,615564,engaged_2,3,2397.90321,3900.67788,1502.7746700000002,327,true
https://dandiarchive.s3.amazonaws.com/blobs/635/68b/63568b8b-5957-4045-b90d-d75108909249,615564,engaged_1,1,0.0,894.12674,894.12674,173,true
https://dandiarchive.s3.amazonaws.com/blobs/635/68b/63568b8b-5957-4045-b90d-d75108909249,615564,no_reward,2,894.2112500000001,2395.48294,1501.27169,319,true
https://dandiarchive.s3.amazonaws.com/blobs/635/68b/63568b8b-5957-4045-b90d-d75108909249,615564,engaged_2,3,2395.7172299999997,3908.33252,1512.6152900000002,255,true
https://dandiarchive.s3.amazonaws.com/blobs/932/2b8/9322b892-db03-4e77-a1cd-e428cff1307b,615564,engaged_1,1,0.0,898.4165899999999,898.4165899999999,166,true
https://dandiarchive.s3.amazonaws.com/blobs/932/2b8/9322b892-db03-4e77-a1cd-e428cff1307b,615564,no_reward,2,898.6339899999999,2390.8147200000003,1492.1807300000003,392,true
https://dandiarchive.s3.amazonaws.com/blobs/932/2b8/9322b892-db03-4e77-a1cd-e428cff1307b,615564,engaged_2,3,2391.1154300000003,3899.99411,1508.8786799999998,345,true
https://dandiarchive.s3.amazonaws.com/blobs/404/f88/404f882a-02c3-400f-b4d6-61772802d386,623319,engaged_1,1,0.0,896.8147899999999,896.8147899999999,214,true
https://dandiarchive.s3.amazonaws.com/blobs/404/f88/404f882a-02c3-400f-b4d6-61772802d386,623319,no_reward,2,897.18192,2395.51854,1498.3366199999998,219,true
https://dandiarchive.s3.amazonaws.com/blobs/404/f88/404f882a-02c3-400f-b4d6-61772802d386,623319,engaged_2,3,2395.7525800000003,3902.5295700000006,1506.7769900000003,322,true
https://dandiarchive.s3.amazonaws.com/blobs/957/44e/95744e7f-8578-44a4-99fe-df9cdaf362fe,623319,engaged_1,1,0.0,898.5832600000001,898.5832600000001,201,true
