response_group,reward_block,bin_center_seconds,mean_sign_aligned_rate_hz,ci_low,ci_high,n_mice,n_sessions,n_unit_session_contributions,group_order,response_group_label,block_order,reward_block_label
late_action,engaged_2,0.41250000000000003,8.081914153754381,7.170476678261356,9.161533436202923,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.43750000000000006,7.933964749526485,7.023778976292609,9.00899828580028,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.4625000000000001,7.798842844060947,6.8378761958901215,8.892269358918684,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.48750000000000004,7.425279328038054,6.424388273676193,8.582795469482168,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.5125,7.159742561194826,6.142262094459816,8.3527556857407,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.5375000000000001,6.970285996985243,6.042395122453522,8.032242685808344,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.5625,6.785771312512804,5.864157508172596,7.81327175322982,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.5875000000000001,6.640138721531424,5.7409862152801585,7.558816097984967,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.6125,6.6213100370803595,5.70315484874508,7.591090364895371,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.6375,6.436009595336891,5.596120552292513,7.342467703233622,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.6625000000000001,6.054779004950288,5.2177528428245274,6.961791281142556,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.6875,5.999164468272144,5.153333946118432,6.9128594310913,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.7125000000000001,5.884080645528368,5.035875094479616,6.813917881387632,12,23,4910,2,Late / action,3,E2
late_action,engaged_2,0.7375,5.703557645092283,4.864242685248517,6.567318545490231,12,23,4910,2,Late / action,3,E2
