subject_id,perturbation_family,condition,reward_block,metric,n_sessions,n_trials,value,condition_order,condition_label,block_order,block_label
623322,novelty,designated_novel,engaged_2,early_reward_axis,3,74,-0.16935180691256976,4,Identity: designated novel,3,E2
626279,novelty,designated_novel,engaged_1,early_reward_axis,1,11,0.057304001223321514,4,Identity: designated novel,1,E1
626279,novelty,designated_novel,no_reward,early_reward_axis,1,29,-0.15105912527349322,4,Identity: designated novel,2,NR
626279,novelty,designated_novel,engaged_2,early_reward_axis,1,18,-0.06117287135468167,4,Identity: designated novel,3,E2
632295,novelty,designated_novel,engaged_1,early_reward_axis,2,15,0.06671847283682758,4,Identity: designated novel,1,E1
632295,novelty,designated_novel,no_reward,early_reward_axis,2,53,-0.13307132569622407,4,Identity: designated novel,2,NR
632295,novelty,designated_novel,engaged_2,early_reward_axis,2,41,-0.14332021456509514,4,Identity: designated novel,3,E2
638387,novelty,designated_novel,engaged_1,early_reward_axis,1,13,0.14389467657514843,4,Identity: designated novel,1,E1
638387,novelty,designated_novel,no_reward,early_reward_axis,1,17,-0.11706276567910152,4,Identity: designated novel,2,NR
638387,novelty,designated_novel,engaged_2,early_reward_axis,1,15,-0.07362993139574932,4,Identity: designated novel,3,E2
640887,novelty,designated_novel,engaged_1,early_reward_axis,2,31,0.12271314615857332,4,Identity: designated novel,1,E1
640887,novelty,designated_novel,no_reward,early_reward_axis,2,57,-0.23323370607624533,4,Identity: designated novel,2,NR
640887,novelty,designated_novel,engaged_2,early_reward_axis,2,53,-0.009082658438235375,4,Identity: designated novel,3,E2
640890,novelty,designated_novel,engaged_1,early_reward_axis,2,27,0.23405330165672256,4,Identity: designated novel,1,E1
640890,novelty,designated_novel,no_reward,early_reward_axis,2,58,-0.13606196474900903,4,Identity: designated novel,2,NR
640890,novelty,designated_novel,engaged_2,early_reward_axis,2,52,-0.04211223398020029,4,Identity: designated novel,3,E2
642504,novelty,designated_novel,engaged_1,early_reward_axis,3,42,0.08289371551586601,4,Identity: designated novel,1,E1
642504,novelty,designated_novel,no_reward,early_reward_axis,3,82,-0.13312542330016475,4,Identity: designated novel,2,NR
642504,novelty,designated_novel,engaged_2,early_reward_axis,3,78,-0.03975441192145413,4,Identity: designated novel,3,E2
