subject_id,transition,anchor_type,bin_center_minutes,mean_axis_score,n_sessions,n_trials,transition_order,transition_label,anchor_order,anchor_label
640887,restoration,pseudo,-5.0,-0.2225740636517069,2,12,2,Reward restoration,2,Within-state pseudo-boundary
640887,restoration,pseudo,-3.0,-0.20562541775550444,2,7,2,Reward restoration,2,Within-state pseudo-boundary
640887,restoration,pseudo,-1.0,-0.2563363128660595,2,6,2,Reward restoration,2,Within-state pseudo-boundary
640887,restoration,pseudo,1.0,-0.26292309513174705,2,10,2,Reward restoration,2,Within-state pseudo-boundary
640887,restoration,pseudo,3.0,-0.2969659026076483,2,9,2,Reward restoration,2,Within-state pseudo-boundary
640887,restoration,pseudo,5.0,-0.22641401161797775,2,7,2,Reward restoration,2,Within-state pseudo-boundary
640890,restoration,pseudo,-5.0,-0.19173430600265523,2,6,2,Reward restoration,2,Within-state pseudo-boundary
640890,restoration,pseudo,-3.0,-0.11140906606630677,2,8,2,Reward restoration,2,Within-state pseudo-boundary
640890,restoration,pseudo,-1.0,-0.2689217995126695,2,8,2,Reward restoration,2,Within-state pseudo-boundary
640890,restoration,pseudo,1.0,-0.20789750227147719,2,8,2,Reward restoration,2,Within-state pseudo-boundary
640890,restoration,pseudo,3.0,-0.267291127586285,2,8,2,Reward restoration,2,Within-state pseudo-boundary
640890,restoration,pseudo,5.0,-0.0943093860686777,2,8,2,Reward restoration,2,Within-state pseudo-boundary
642504,restoration,pseudo,-5.0,-0.14883277472830525,2,6,2,Reward restoration,2,Within-state pseudo-boundary
642504,restoration,pseudo,-3.0,-0.2002436524118424,2,9,2,Reward restoration,2,Within-state pseudo-boundary
642504,restoration,pseudo,-1.0,-0.24560876272133614,3,12,2,Reward restoration,2,Within-state pseudo-boundary
642504,restoration,pseudo,1.0,-0.2708539534093368,3,11,2,Reward restoration,2,Within-state pseudo-boundary
642504,restoration,pseudo,3.0,-0.12083175718391677,3,11,2,Reward restoration,2,Within-state pseudo-boundary
642504,restoration,pseudo,5.0,-0.30240798431596283,3,13,2,Reward restoration,2,Within-state pseudo-boundary
