subject_id,transition_id,transition_order,condition,n_sessions_inventory,n_sessions_in_analysis,real_step,n_sessions_real_step,n_real_window_trials,pseudo_step,n_sessions_pseudo_step,n_pseudo_window_trials,pseudo_controlled_step,n_sessions_pseudo_controlled_step,n_controlled_window_trials,real_latency_step_seconds,n_sessions_real_latency_step_seconds,n_real_window_latency_responses,pseudo_latency_step_seconds,n_sessions_pseudo_latency_step_seconds,n_pseudo_window_latency_responses,pseudo_controlled_latency_step_seconds,n_sessions_pseudo_controlled_latency_step_seconds,n_controlled_window_latency_responses,within_mouse_aggregation
636740,reward_restoration,2,go_minus_catch,4,4,0.4400106837606838,4,133,-0.17973692973692976,4,152,0.6197476134976135,4,285,,0,0,,0,0,,0,0,equal_session_mean
637483,reward_withdrawal,1,catch,3,3,-0.2333333333333333,3,35,0.0,3,35,-0.2333333333333333,3,70,,0,0,,0,0,,0,0,equal_session_mean
637483,reward_withdrawal,1,go,3,3,0.11914011914011917,3,57,-0.030303030303030314,3,62,0.1494431494431495,3,119,-0.0174850000000788,3,49,-0.0021383333334673202,3,57,-0.015346666666611478,3,106,equal_session_mean
637483,reward_withdrawal,1,go_minus_catch,3,3,0.3524734524734525,3,92,-0.030303030303030314,3,97,0.3827764827764828,3,189,,0,0,,0,0,,0,0,equal_session_mean
637483,reward_restoration,2,catch,3,3,0.0,3,36,-0.16984126984126982,3,35,0.16984126984126982,3,71,,0,0,,0,0,,0,0,equal_session_mean
637483,reward_restoration,2,go,3,3,0.5285409035409036,3,46,-0.13055555555555556,3,57,0.6590964590964591,3,103,0.12705833333332825,3,23,0.09100166666689802,3,25,0.036056666666430225,3,48,equal_session_mean
637483,reward_restoration,2,go_minus_catch,3,3,0.5285409035409036,3,82,0.039285714285714264,3,92,0.4892551892551893,3,174,,0,0,,0,0,,0,0,equal_session_mean
637488,reward_withdrawal,1,catch,4,4,0.041666666666666664,4,52,0.0,4,58,0.041666666666666664,4,110,0.06750999999985652,1,2,,0,0,,0,0,equal_session_mean
637488,reward_withdrawal,1,go,4,4,0.07797619047619049,4,95,-0.0744047619047619,4,101,0.1523809523809524,4,196,0.0371149999998579,2,25,-0.02544999999997799,1,8,0.08309999999994488,1,17,equal_session_mean
637488,reward_withdrawal,1,go_minus_catch,4,4,0.036309523809523826,4,147,-0.0744047619047619,4,159,0.11071428571428574,4,306,,0,0,,0,0,,0,0,equal_session_mean
637488,reward_restoration,2,catch,4,4,0.0,4,54,-0.03125,4,56,0.03125,4,110,,0,0,,0,0,,0,0,equal_session_mean
637488,reward_restoration,2,go,4,4,0.2472222222222222,4,90,0.08511904761904762,4,100,0.16210317460317458,4,190,,0,0,0.00009000000045489287,1,2,,0,0,equal_session_mean
637488,reward_restoration,2,go_minus_catch,4,4,0.2472222222222222,4,144,0.11636904761904762,4,156,0.13085317460317458,4,300,,0,0,,0,0,,0,0,equal_session_mean
638387,reward_withdrawal,1,catch,4,4,-0.11666666666666665,4,43,0.10416666666666666,4,44,-0.22083333333333333,4,87,,0,0,,0,0,,0,0,equal_session_mean
638387,reward_withdrawal,1,go,4,4,0.1998015873015873,4,66,0.08383838383838385,4,77,0.11596320346320346,4,143,0.06170374999993555,4,39,0.002481249999902957,4,40,0.059222500000032596,4,79,equal_session_mean
638387,reward_withdrawal,1,go_minus_catch,4,4,0.31646825396825395,4,109,-0.020328282828282813,4,121,0.3367965367965368,4,230,,0,0,,0,0,,0,0,equal_session_mean
638387,reward_restoration,2,catch,4,4,0.05555555555555555,3,29,0.0,4,42,0.05555555555555555,3,64,0.4318799999991825,1,2,,0,0,,0,0,equal_session_mean
638387,reward_restoration,2,go,4,4,0.1069143819143819,3,52,-0.20349025974025972,4,71,0.3888167388167388,3,107,-0.03099499999954484,3,12,0.01959125000013273,4,33,0.020976666667138488,3,43,equal_session_mean
638387,reward_restoration,2,go_minus_catch,4,4,0.05135882635882635,3,81,-0.20349025974025972,4,113,0.33326118326118326,3,171,,0,0,,0,0,,0,0,equal_session_mean
640887,reward_withdrawal,1,catch,3,3,0.0,3,39,-0.0746031746031746,3,35,0.0746031746031746,3,74,,0,0,-0.033279999999876964,1,2,,0,0,equal_session_mean
640887,reward_withdrawal,1,go,3,3,-0.019696969696969695,3,65,0.02162004662004661,3,63,-0.04131701631701631,3,128,0.07771000000017618,3,49,0.00798333333333782,3,49,0.06972666666683836,3,98,equal_session_mean
640887,reward_withdrawal,1,go_minus_catch,3,3,-0.019696969696969695,3,104,0.0962232212232212,3,98,-0.1159201909201909,3,202,,0,0,,0,0,,0,0,equal_session_mean
640887,reward_restoration,2,catch,3,3,-0.07738095238095238,3,41,0.0,3,43,-0.07738095238095238,3,84,,0,0,,0,0,,0,0,equal_session_mean
640887,reward_restoration,2,go,3,3,0.5691558441558442,3,58,-0.009523809523809526,3,74,0.5786796536796537,3,132,-0.005517499999996289,2,16,0.08271500000000742,1,8,0.04160999999999149,1,15,equal_session_mean
640887,reward_restoration,2,go_minus_catch,3,3,0.6465367965367965,3,99,-0.009523809523809526,3,117,0.656060606060606,3,216,,0,0,,0,0,,0,0,equal_session_mean
640890,reward_withdrawal,1,catch,4,4,0.09226190476190477,4,47,0.09523809523809523,4,48,-0.0029761904761904795,4,95,0.00041999999984909664,1,2,,0,0,,0,0,equal_session_mean
640890,reward_withdrawal,1,go,4,4,0.36864177489177485,4,78,-0.059740259740259705,4,80,0.4283820346320346,4,158,0.05328874999992195,4,58,-0.008235000000070158,4,75,0.061523749999992106,4,133,equal_session_mean
640890,reward_withdrawal,1,go_minus_catch,4,4,0.2763798701298701,4,125,-0.15497835497835494,4,128,0.4313582251082251,4,253,,0,0,,0,0,,0,0,equal_session_mean
640890,reward_restoration,2,catch,4,4,0.12648809523809523,4,49,-0.03571428571428571,4,57,0.16220238095238093,4,106,0.3090599999995902,1,6,,0,0,,0,0,equal_session_mean
640890,reward_restoration,2,go,4,4,0.6210414585414585,4,79,-0.16810411810411813,4,91,0.7891455766455766,4,170,0.09361666666662434,3,28,-0.055563333333111586,3,19,0.11629749999974592,2,30,equal_session_mean
640890,reward_restoration,2,go_minus_catch,4,4,0.4945533633033633,4,128,-0.1323898323898324,4,148,0.6269431956931957,4,276,,0,0,,0,0,,0,0,equal_session_mean
642504,reward_withdrawal,1,catch,3,3,-0.011111111111111118,3,40,-0.06944444444444443,3,33,0.05833333333333332,3,73,-0.00007000000005064066,1,2,0.049940000000333384,1,2,,0,0,equal_session_mean
642504,reward_withdrawal,1,go,3,3,0.3696969696969697,3,60,-0.042171717171717193,3,60,0.41186868686868694,3,120,0.04139666666666623,3,47,0.00020833333329998519,3,55,0.041188333333366245,3,102,equal_session_mean
642504,reward_withdrawal,1,go_minus_catch,3,3,0.3808080808080809,3,100,0.027272727272727244,3,93,0.35353535353535354,3,193,,0,0,,0,0,,0,0,equal_session_mean
642504,reward_restoration,2,catch,3,3,0.0,3,34,0.0,3,38,0.0,3,72,,0,0,,0,0,,0,0,equal_session_mean
642504,reward_restoration,2,go,3,3,0.7431818181818182,3,65,-0.20207570207570205,3,70,0.9452575202575203,3,135,0.17115999999964515,2,21,0.022261666666812136,3,14,0.1085549999994555,2,32,equal_session_mean
642504,reward_restoration,2,go_minus_catch,3,3,0.7431818181818182,3,99,-0.20207570207570205,3,108,0.9452575202575203,3,207,,0,0,,0,0,,0,0,equal_session_mean
