subject_id,source_region,target_region,reward_block,n_sessions,source_added_r2,shift_source_added_r2,real_minus_shift_source_added_r2,n_trials
626279,HPF,TH,engaged_2,1,0.00044164695314319324,-0.014165219532173534,0.014606866485316727,21
626279,HPF,TH,no_reward,1,0.001053389786811243,0.02294752329504046,-0.02189413350822922,21
632295,HPF,TH,engaged_1,2,-0.007401525173112822,-0.00369756396767984,-0.003703961205432982,26
632295,HPF,TH,engaged_2,2,-0.00848784810730413,-0.02411347815664522,0.015625630049341088,26
632295,HPF,TH,no_reward,2,-0.00045108324876896866,-0.016089577034166302,0.015638493785397334,26
638387,HPF,TH,engaged_1,1,-0.013646288930286854,-0.02062629261952842,0.006980003689241565,21
638387,HPF,TH,engaged_2,1,-0.009371821650295487,-0.008009156210302626,-0.0013626654399928606,21
638387,HPF,TH,no_reward,1,0.0009789102842278075,-0.008014393045348789,0.008993303329576596,21
640887,HPF,TH,engaged_1,2,-0.005800461952870262,-0.006524609837485651,0.0007241478846153893,48
640887,HPF,TH,engaged_2,2,0.002665460730232272,0.008944300989296772,-0.0062788402590645,48
640887,HPF,TH,no_reward,2,-0.010910058011468604,-0.013839362834394131,0.002929304822925527,48
640890,HPF,TH,engaged_1,2,-0.010979288651840446,0.001133802408924689,-0.012113091060765135,49
640890,HPF,TH,engaged_2,2,0.002251866191799512,-0.012132869390901302,0.014384735582700814,49
640890,HPF,TH,no_reward,2,-0.017770523688286133,-0.011920266015727377,-0.005850257672558756,49
642504,HPF,TH,engaged_1,2,-0.005189273568078745,-0.0069396401282303954,0.0017503665601516505,34
642504,HPF,TH,engaged_2,2,-0.00327103296694059,0.012681058336771744,-0.015952091303712335,34
642504,HPF,TH,no_reward,2,-0.025330992923798146,-0.0044551345008235765,-0.02087585842297457,34
614547,Isocortex,HPF,engaged_1,1,-0.028152596713864164,-0.08700175889967265,0.05884916218580849,15
614547,Isocortex,HPF,engaged_2,1,-0.007961738309978816,-0.00046035993303883416,-0.007501378376939982,15
614547,Isocortex,HPF,no_reward,1,0.00048704638896013286,-0.003909199788559414,0.004396246177519547,15
