_nwb_path,subject_id,ecephys_session_id,recording_day,audit_scope,reward_block,block_order,n_trials,n_trials_with_valid_lick_vectors,n_trials_with_invalid_lick_vectors,n_trials_with_valid_response_event,n_trials_without_valid_response_event,n_trials_with_duplicate_lick_timestamps,n_trials_with_duplicate_response_window_licks,n_raw_lick_timestamps,n_unique_lick_timestamps,n_duplicate_lick_timestamps,n_raw_response_window_licks,n_unique_response_window_licks,n_duplicate_response_window_licks,n_response_window_licks,canonical_response_count_is_deduplicated,total_duplicate_count_consistent,response_window_duplicate_count_consistent,fraction_trials_with_duplicate_lick_timestamps,lick_timestamp_audit_status
https://dandiarchive.s3.amazonaws.com/blobs/ecf/ff1/ecfff12c-b251-430f-9c0d-05025ad77f11,612090,1179911454,EPHYS_2,session_block,no_reward,2,160,160,0,160,0,0,0,199,199,0,26,26,0,26,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/ecf/ff1/ecfff12c-b251-430f-9c0d-05025ad77f11,612090,1179911454,EPHYS_2,session_block,engaged_2,3,200,200,0,141,59,0,0,904,904,0,89,89,0,89,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,1181731440,EPHYS_4,session,all,0,612,612,0,292,320,0,0,1460,1460,0,277,277,0,277,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,1181731440,EPHYS_4,session_block,engaged_1,1,153,153,0,54,99,0,0,412,412,0,82,82,0,82,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,1181731440,EPHYS_4,session_block,no_reward,2,159,159,0,159,0,0,0,214,214,0,76,76,0,76,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,1181731440,EPHYS_4,session_block,engaged_2,3,300,300,0,79,221,0,0,834,834,0,119,119,0,119,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,1181096406,EPHYS_1,session,all,0,639,639,0,313,326,0,0,1817,1817,0,297,297,0,297,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,1181096406,EPHYS_1,session_block,engaged_1,1,224,224,0,41,183,0,0,576,576,0,60,60,0,60,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,1181096406,EPHYS_1,session_block,no_reward,2,156,156,0,156,0,0,0,417,417,0,72,72,0,72,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,1181096406,EPHYS_1,session_block,engaged_2,3,259,259,0,116,143,0,0,824,824,0,165,165,0,165,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,1181324124,EPHYS_2,session,all,0,682,682,0,305,377,0,0,2057,2057,0,291,291,0,291,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,1181324124,EPHYS_2,session_block,engaged_1,1,183,183,0,43,140,0,0,461,461,0,59,59,0,59,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,1181324124,EPHYS_2,session_block,no_reward,2,160,160,0,160,0,0,0,677,677,0,95,95,0,95,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,1181324124,EPHYS_2,session_block,engaged_2,3,339,339,0,102,237,0,0,919,919,0,137,137,0,137,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,1187668018,EPHYS_2,session,all,0,516,516,0,356,160,0,0,1160,1160,0,159,159,0,159,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,1187668018,EPHYS_2,session_block,engaged_1,1,133,133,0,70,63,0,0,461,461,0,66,66,0,66,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,1187668018,EPHYS_2,session_block,no_reward,2,154,154,0,154,0,0,0,143,143,0,30,30,0,30,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,1187668018,EPHYS_2,session_block,engaged_2,3,229,229,0,132,97,0,0,556,556,0,63,63,0,63,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,1188138256,EPHYS_4,session,all,0,515,515,0,361,154,0,0,836,836,0,170,170,0,170,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,1188138256,EPHYS_4,session_block,engaged_1,1,153,153,0,64,89,0,0,412,412,0,53,53,0,53,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,1188138256,EPHYS_4,session_block,no_reward,2,157,157,0,157,0,0,0,104,104,0,51,51,0,51,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,1188138256,EPHYS_4,session_block,engaged_2,3,205,205,0,140,65,0,0,320,320,0,66,66,0,66,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,1187475832,EPHYS_1,session,all,0,542,542,0,330,212,0,0,1291,1291,0,177,177,0,177,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,1187475832,EPHYS_1,session_block,engaged_1,1,167,167,0,56,111,0,0,410,410,0,46,46,0,46,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,1187475832,EPHYS_1,session_block,no_reward,2,156,156,0,156,0,0,0,186,186,0,62,62,0,62,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,1187475832,EPHYS_1,session_block,engaged_2,3,219,219,0,118,101,0,0,695,695,0,69,69,0,69,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,1187940755,EPHYS_3,session,all,0,550,550,0,335,215,0,0,1195,1195,0,169,169,0,169,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,1187940755,EPHYS_3,session_block,engaged_1,1,137,137,0,69,68,0,0,410,410,0,48,48,0,48,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,1187940755,EPHYS_3,session_block,no_reward,2,157,157,0,157,0,0,0,85,85,0,37,37,0,37,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,1187940755,EPHYS_3,session_block,engaged_2,3,256,256,0,109,147,0,0,700,700,0,84,84,0,84,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,1191375883,EPHYS_3,session,all,0,804,804,0,287,517,0,0,3561,3561,0,171,171,0,171,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,1191375883,EPHYS_3,session_block,engaged_1,1,199,199,0,48,151,0,0,533,533,0,42,42,0,42,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,1191375883,EPHYS_3,session_block,no_reward,2,154,154,0,153,1,0,0,1945,1945,0,121,121,0,121,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,1191375883,EPHYS_3,session_block,engaged_2,3,451,451,0,86,365,0,0,1083,1083,0,8,8,0,8,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,1190892228,EPHYS_1,session,all,0,513,513,0,342,171,0,0,1237,1237,0,147,147,0,147,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,1190892228,EPHYS_1,session_block,engaged_1,1,132,132,0,65,67,0,0,402,402,0,40,40,0,40,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,1190892228,EPHYS_1,session_block,no_reward,2,154,154,0,154,0,0,0,114,114,0,22,22,0,22,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,1190892228,EPHYS_1,session_block,engaged_2,3,227,227,0,123,104,0,0,721,721,0,85,85,0,85,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,1191631184,EPHYS_4,session,all,0,858,858,0,286,572,0,0,2247,2247,0,61,61,0,61,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,1191631184,EPHYS_4,session_block,engaged_1,1,138,138,0,74,64,0,0,230,230,0,10,10,0,10,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,1191631184,EPHYS_4,session_block,no_reward,2,151,151,0,151,0,0,0,206,206,0,34,34,0,34,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,1191631184,EPHYS_4,session_block,engaged_2,3,569,569,0,61,508,0,0,1811,1811,0,17,17,0,17,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,1191131853,EPHYS_2,session,all,0,508,508,0,361,147,0,0,970,970,0,119,119,0,119,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,1191131853,EPHYS_2,session_block,engaged_1,1,133,133,0,71,62,0,0,261,261,0,21,21,0,21,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,1191131853,EPHYS_2,session_block,no_reward,2,158,158,0,158,0,0,0,163,163,0,38,38,0,38,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,1191131853,EPHYS_2,session_block,engaged_2,3,217,217,0,132,85,0,0,546,546,0,60,60,0,60,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,1197725774,EPHYS_2,session,all,0,675,675,0,338,337,0,0,1503,1503,0,119,119,0,119,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,1197725774,EPHYS_2,session_block,engaged_1,1,202,202,0,58,144,0,0,538,538,0,34,34,0,34,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,1197725774,EPHYS_2,session_block,no_reward,2,209,209,0,155,54,0,0,174,174,0,28,28,0,28,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,1197725774,EPHYS_2,session_block,engaged_2,3,264,264,0,125,139,0,0,791,791,0,57,57,0,57,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/79f/491/79f49133-ebbc-4302-9892-e200c2fad8e2,615048,1198130743,EPHYS_4,session,all,0,600,600,0,364,236,0,0,1406,1406,0,93,93,0,93,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/79f/491/79f49133-ebbc-4302-9892-e200c2fad8e2,615048,1198130743,EPHYS_4,session_block,engaged_1,1,146,146,0,79,67,0,0,525,525,0,38,38,0,38,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/79f/491/79f49133-ebbc-4302-9892-e200c2fad8e2,615048,1198130743,EPHYS_4,session_block,no_reward,2,205,205,0,153,52,0,0,155,155,0,7,7,0,7,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/79f/491/79f49133-ebbc-4302-9892-e200c2fad8e2,615048,1198130743,EPHYS_4,session_block,engaged_2,3,249,249,0,132,117,0,0,726,726,0,48,48,0,48,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/cef/352/cef35297-7f3a-41ce-949d-59dd2a4c4bc1,615048,1197967151,EPHYS_3,session,all,0,599,599,0,361,238,0,0,1053,1053,0,66,66,0,66,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/cef/352/cef35297-7f3a-41ce-949d-59dd2a4c4bc1,615048,1197967151,EPHYS_3,session_block,engaged_1,1,145,145,0,75,70,0,0,529,529,0,42,42,0,42,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/cef/352/cef35297-7f3a-41ce-949d-59dd2a4c4bc1,615048,1197967151,EPHYS_3,session_block,no_reward,2,258,258,0,140,118,0,0,340,340,0,17,17,0,17,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/cef/352/cef35297-7f3a-41ce-949d-59dd2a4c4bc1,615048,1197967151,EPHYS_3,session_block,engaged_2,3,196,196,0,146,50,0,0,184,184,0,7,7,0,7,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/fe0/9ba/fe09ba54-89e9-4b73-bf95-5127c2ee2ad9,615048,1197514969,EPHYS_1,session,all,0,676,676,0,325,351,0,0,1713,1713,0,112,112,0,112,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/fe0/9ba/fe09ba54-89e9-4b73-bf95-5127c2ee2ad9,615048,1197514969,EPHYS_1,session_block,engaged_1,1,170,170,0,62,108,0,0,479,479,0,22,22,0,22,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/fe0/9ba/fe09ba54-89e9-4b73-bf95-5127c2ee2ad9,615048,1197514969,EPHYS_1,session_block,no_reward,2,244,244,0,139,105,0,0,308,308,0,24,24,0,24,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/fe0/9ba/fe09ba54-89e9-4b73-bf95-5127c2ee2ad9,615048,1197514969,EPHYS_1,session_block,engaged_2,3,262,262,0,124,138,0,0,926,926,0,66,66,0,66,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/ce1/184/ce11847a-19b5-4a16-a4f9-b904cc8aece6,615563,1194411467,EPHYS_1,session,all,0,677,677,0,325,352,0,0,2059,2059,0,210,210,0,210,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/ce1/184/ce11847a-19b5-4a16-a4f9-b904cc8aece6,615563,1194411467,EPHYS_1,session_block,engaged_1,1,148,148,0,75,73,0,0,637,637,0,72,72,0,72,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/ce1/184/ce11847a-19b5-4a16-a4f9-b904cc8aece6,615563,1194411467,EPHYS_1,session_block,no_reward,2,224,224,0,155,69,0,0,252,252,0,29,29,0,29,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/ce1/184/ce11847a-19b5-4a16-a4f9-b904cc8aece6,615563,1194411467,EPHYS_1,session_block,engaged_2,3,305,305,0,95,210,0,0,1170,1170,0,109,109,0,109,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/ce2/279/ce2279e0-4653-4528-b6a3-5dcf3b13bc5f,615563,1195036753,EPHYS_4,session,all,0,691,691,0,344,347,0,0,2082,2082,0,271,271,0,271,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/ce2/279/ce2279e0-4653-4528-b6a3-5dcf3b13bc5f,615563,1195036753,EPHYS_4,session_block,engaged_1,1,150,150,0,85,65,0,0,593,593,0,83,83,0,83,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/ce2/279/ce2279e0-4653-4528-b6a3-5dcf3b13bc5f,615563,1195036753,EPHYS_4,session_block,no_reward,2,251,251,0,143,108,0,0,364,364,0,50,50,0,50,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/ce2/279/ce2279e0-4653-4528-b6a3-5dcf3b13bc5f,615563,1195036753,EPHYS_4,session_block,engaged_2,3,290,290,0,116,174,0,0,1125,1125,0,138,138,0,138,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/d53/5f5/d535f597-e428-4fbb-aa14-16ef4a07f81b,615563,1194850630,EPHYS_3,session,all,0,611,611,0,361,250,0,0,1612,1612,0,213,213,0,213,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/d53/5f5/d535f597-e428-4fbb-aa14-16ef4a07f81b,615563,1194850630,EPHYS_3,session_block,engaged_1,1,167,167,0,68,99,0,0,614,614,0,72,72,0,72,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/d53/5f5/d535f597-e428-4fbb-aa14-16ef4a07f81b,615563,1194850630,EPHYS_3,session_block,no_reward,2,195,195,0,159,36,0,0,136,136,0,24,24,0,24,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/d53/5f5/d535f597-e428-4fbb-aa14-16ef4a07f81b,615563,1194850630,EPHYS_3,session_block,engaged_2,3,249,249,0,134,115,0,0,862,862,0,117,117,0,117,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,615564,1199249150,EPHYS_3,session,all,0,705,705,0,352,353,0,0,1805,1805,0,131,131,0,131,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,615564,1199249150,EPHYS_3,session_block,engaged_1,1,182,182,0,65,117,0,0,581,581,0,46,46,0,46,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,615564,1199249150,EPHYS_3,session_block,no_reward,2,221,221,0,153,68,0,0,223,223,0,16,16,0,16,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/050/7be/0507bec5-48af-4de6-8094-ccb38f901537,615564,1199249150,EPHYS_3,session_block,engaged_2,3,302,302,0,134,168,0,0,1001,1001,0,69,69,0,69,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/3ae/b2f/3aeb2f0d-c1c1-4b50-964b-61caffa07ee9,615564,1198796984,EPHYS_1,session,all,0,921,921,0,245,676,0,0,3228,3228,0,196,196,0,196,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/3ae/b2f/3aeb2f0d-c1c1-4b50-964b-61caffa07ee9,615564,1198796984,EPHYS_1,session_block,engaged_1,1,171,171,0,58,113,0,0,803,803,0,71,71,0,71,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/3ae/b2f/3aeb2f0d-c1c1-4b50-964b-61caffa07ee9,615564,1198796984,EPHYS_1,session_block,no_reward,2,423,423,0,104,319,0,0,1254,1254,0,34,34,0,34,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/3ae/b2f/3aeb2f0d-c1c1-4b50-964b-61caffa07ee9,615564,1198796984,EPHYS_1,session_block,engaged_2,3,327,327,0,83,244,0,0,1171,1171,0,91,91,0,91,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/635/68b/63568b8b-5957-4045-b90d-d75108909249,615564,1198995158,EPHYS_2,session,all,0,747,747,0,302,445,0,0,1783,1783,0,155,155,0,155,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/635/68b/63568b8b-5957-4045-b90d-d75108909249,615564,1198995158,EPHYS_2,session_block,engaged_1,1,173,173,0,64,109,0,0,580,580,0,74,74,0,74,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/635/68b/63568b8b-5957-4045-b90d-d75108909249,615564,1198995158,EPHYS_2,session_block,no_reward,2,319,319,0,115,204,0,0,595,595,0,23,23,0,23,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/635/68b/63568b8b-5957-4045-b90d-d75108909249,615564,1198995158,EPHYS_2,session_block,engaged_2,3,255,255,0,123,132,0,0,608,608,0,58,58,0,58,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/932/2b8/9322b892-db03-4e77-a1cd-e428cff1307b,615564,1199448636,EPHYS_4,session,all,0,903,903,0,284,619,0,0,2964,2964,0,162,162,0,162,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/932/2b8/9322b892-db03-4e77-a1cd-e428cff1307b,615564,1199448636,EPHYS_4,session_block,engaged_1,1,166,166,0,82,84,0,0,599,599,0,54,54,0,54,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/932/2b8/9322b892-db03-4e77-a1cd-e428cff1307b,615564,1199448636,EPHYS_4,session_block,no_reward,2,392,392,0,106,286,0,0,1210,1210,0,46,46,0,46,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/932/2b8/9322b892-db03-4e77-a1cd-e428cff1307b,615564,1199448636,EPHYS_4,session_block,engaged_2,3,345,345,0,96,249,0,0,1155,1155,0,62,62,0,62,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/404/f88/404f882a-02c3-400f-b4d6-61772802d386,623319,1208664393,EPHYS_3,session,all,0,755,755,0,281,474,0,0,1694,1694,0,226,226,0,226,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/404/f88/404f882a-02c3-400f-b4d6-61772802d386,623319,1208664393,EPHYS_3,session_block,engaged_1,1,214,214,0,39,175,0,0,605,605,0,69,69,0,69,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/404/f88/404f882a-02c3-400f-b4d6-61772802d386,623319,1208664393,EPHYS_3,session_block,no_reward,2,219,219,0,152,67,0,0,190,190,0,35,35,0,35,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/404/f88/404f882a-02c3-400f-b4d6-61772802d386,623319,1208664393,EPHYS_3,session_block,engaged_2,3,322,322,0,90,232,0,0,899,899,0,122,122,0,122,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/957/44e/95744e7f-8578-44a4-99fe-df9cdaf362fe,623319,1208053773,EPHYS_2,session,all,0,752,752,0,287,465,0,0,1782,1782,0,251,251,0,251,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/957/44e/95744e7f-8578-44a4-99fe-df9cdaf362fe,623319,1208053773,EPHYS_2,session_block,engaged_1,1,201,201,0,49,152,0,0,659,659,0,79,79,0,79,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/957/44e/95744e7f-8578-44a4-99fe-df9cdaf362fe,623319,1208053773,EPHYS_2,session_block,no_reward,2,218,218,0,150,68,0,0,180,180,0,19,19,0,19,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/957/44e/95744e7f-8578-44a4-99fe-df9cdaf362fe,623319,1208053773,EPHYS_2,session_block,engaged_2,3,333,333,0,88,245,0,0,943,943,0,153,153,0,153,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/9ae/cb7/9aecb778-a5a0-4554-8b06-3af01005fea5,623319,1209073822,EPHYS_4,session,all,0,679,679,0,299,380,0,0,1699,1699,0,222,222,0,222,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/9ae/cb7/9aecb778-a5a0-4554-8b06-3af01005fea5,623319,1209073822,EPHYS_4,session_block,engaged_1,1,204,204,0,47,157,0,0,688,688,0,70,70,0,70,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/9ae/cb7/9aecb778-a5a0-4554-8b06-3af01005fea5,623319,1209073822,EPHYS_4,session_block,no_reward,2,175,175,0,154,21,0,0,53,53,0,21,21,0,21,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/9ae/cb7/9aecb778-a5a0-4554-8b06-3af01005fea5,623319,1209073822,EPHYS_4,session_block,engaged_2,3,300,300,0,98,202,0,0,958,958,0,131,131,0,131,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/3d6/dc4/3d6dc44c-8001-467b-be23-96ba4b22da97,623322,1200659846,EPHYS_3,session,all,0,652,652,0,364,288,0,0,1934,1934,0,127,127,0,127,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/3d6/dc4/3d6dc44c-8001-467b-be23-96ba4b22da97,623322,1200659846,EPHYS_3,session_block,engaged_1,1,171,171,0,75,96,0,0,744,744,0,50,50,0,50,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/3d6/dc4/3d6dc44c-8001-467b-be23-96ba4b22da97,623322,1200659846,EPHYS_3,session_block,no_reward,2,268,268,0,136,132,0,0,466,466,0,18,18,0,18,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/3d6/dc4/3d6dc44c-8001-467b-be23-96ba4b22da97,623322,1200659846,EPHYS_3,session_block,engaged_2,3,213,213,0,153,60,0,0,724,724,0,59,59,0,59,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/5d9/4f7/5d94f7f7-daa2-4d2d-93a5-1bd2bc02e141,623322,1200471383,EPHYS_2,session,all,0,806,806,0,315,491,0,0,3204,3204,0,193,193,0,193,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/5d9/4f7/5d94f7f7-daa2-4d2d-93a5-1bd2bc02e141,623322,1200471383,EPHYS_2,session_block,engaged_1,1,156,156,0,73,83,0,0,903,903,0,74,74,0,74,true,true,true,0.0,pass
https://dandiarchive.s3.amazonaws.com/blobs/5d9/4f7/5d94f7f7-daa2-4d2d-93a5-1bd2bc02e141,623322,1200471383,EPHYS_2,session_block,no_reward,2,371,371,0,114,257,0,0,1172,1172,0,39,39,0,39,true,true,true,0.0,pass
