reward_block,n_trials,n_source_units,n_target_units,base_r2,full_r2,source_added_r2,shift_full_r2,shift_source_added_r2,real_minus_shift_source_added_r2,outer_real_hyperparameters,outer_shift_hyperparameters,model_status,_nwb_path,subject_id,ecephys_session_id,source_region,target_region,source_unit_table_indices,target_unit_table_indices,nuisance_covariates
engaged_1,22,24,24,0.02093416073626675,0.01571745412651948,-0.005216706609747268,0.014520036454064522,-0.006414124282202227,0.001197417672454959,"[[100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1]]","[[100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/5d9/4f7/5d94f7f7-daa2-4d2d-93a5-1bd2bc02e141,623322,1200471383,Isocortex,HPF,"[293, 1737, 1269, 1785, 1461, 759, 1295, 1444, 48, 394, 1726, 54, 13, 1497, 330, 1733, 74, 1433, 103, 386, 784, 80, 756, 1793]","[1122, 260, 1119, 666, 252, 1117, 1085, 278, 1045, 1203, 1176, 734, 253, 673, 1078, 674, 1118, 648, 947, 1092, 1112, 1061, 637, 1157]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_2,22,24,24,0.04855095894831529,0.020622780997545664,-0.027928177950769628,0.056086405268386486,0.007535446320071193,-0.03546362427084082,"[[100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 4], [100.0, 10.0, 1]]","[[100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 4], [100.0, 10.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/5d9/4f7/5d94f7f7-daa2-4d2d-93a5-1bd2bc02e141,623322,1200471383,Isocortex,HPF,"[293, 1737, 1269, 1785, 1461, 759, 1295, 1444, 48, 394, 1726, 54, 13, 1497, 330, 1733, 74, 1433, 103, 386, 784, 80, 756, 1793]","[1122, 260, 1119, 666, 252, 1117, 1085, 278, 1045, 1203, 1176, 734, 253, 673, 1078, 674, 1118, 648, 947, 1092, 1112, 1061, 637, 1157]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
no_reward,22,24,24,0.0331876258094157,0.04089965089612346,0.007712025086707763,0.025531041650652786,-0.0076565841587629135,0.015368609245470677,"[[100.0, 100.0, 2], [100.0, 100.0, 1], [100.0, 100.0, 4], [100.0, 100.0, 4]]","[[100.0, 100.0, 2], [100.0, 100.0, 1], [100.0, 100.0, 4], [100.0, 100.0, 4]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/5d9/4f7/5d94f7f7-daa2-4d2d-93a5-1bd2bc02e141,623322,1200471383,Isocortex,HPF,"[293, 1737, 1269, 1785, 1461, 759, 1295, 1444, 48, 394, 1726, 54, 13, 1497, 330, 1733, 74, 1433, 103, 386, 784, 80, 756, 1793]","[1122, 260, 1119, 666, 252, 1117, 1085, 278, 1045, 1203, 1176, 734, 253, 673, 1078, 674, 1118, 648, 947, 1092, 1112, 1061, 637, 1157]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_1,24,24,24,0.02110814665956462,0.003653655388055954,-0.017454491271508665,0.019486867349756576,-0.0016212793098080436,-0.01583321196170062,"[[100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 100.0, 8], [100.0, 100.0, 8]]","[[100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 100.0, 8], [100.0, 100.0, 8]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/d0e/7e5/d0e7e549-f015-47fe-baa5-db8170c52771,623322,1200878248,Isocortex,HPF,"[1287, 1314, 1298, 1689, 1398, 1610, 1130, 1661, 1664, 1415, 1305, 1374, 82, 650, 1364, 1097, 1537, 1367, 1356, 1292, 1695, 1377, 1584, 77]","[534, 981, 933, 212, 514, 961, 241, 1063, 1036, 557, 235, 968, 598, 950, 1005, 1067, 247, 477, 585, 1208, 1044, 533, 487, 770]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_2,24,24,24,-0.0855480719809516,-0.08488052044593264,0.000667551535018962,-0.08674907011028732,-0.0012009981293357175,0.0018685496643546795,"[[0.1, 0.1, 2], [0.1, 0.1, 8], [100.0, 10.0, 4], [100.0, 10.0, 4]]","[[0.1, 0.1, 2], [0.1, 0.1, 8], [100.0, 10.0, 4], [100.0, 10.0, 4]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/d0e/7e5/d0e7e549-f015-47fe-baa5-db8170c52771,623322,1200878248,Isocortex,HPF,"[1287, 1314, 1298, 1689, 1398, 1610, 1130, 1661, 1664, 1415, 1305, 1374, 82, 650, 1364, 1097, 1537, 1367, 1356, 1292, 1695, 1377, 1584, 77]","[534, 981, 933, 212, 514, 961, 241, 1063, 1036, 557, 235, 968, 598, 950, 1005, 1067, 247, 477, 585, 1208, 1044, 533, 487, 770]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
no_reward,24,24,24,0.03860628786182352,0.04048849499114826,0.0018822071293247422,0.02785268512094119,-0.010753602740882329,0.012635809870207071,"[[100.0, 100.0, 4], [100.0, 10.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1]]","[[100.0, 100.0, 4], [100.0, 10.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/d0e/7e5/d0e7e549-f015-47fe-baa5-db8170c52771,623322,1200878248,Isocortex,HPF,"[1287, 1314, 1298, 1689, 1398, 1610, 1130, 1661, 1664, 1415, 1305, 1374, 82, 650, 1364, 1097, 1537, 1367, 1356, 1292, 1695, 1377, 1584, 77]","[534, 981, 933, 212, 514, 961, 241, 1063, 1036, 557, 235, 968, 598, 950, 1005, 1067, 247, 477, 585, 1208, 1044, 533, 487, 770]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_1,21,24,24,0.03328886501021344,0.024826480434223197,-0.008462384575990245,0.02396201944814358,-0.009326845562069863,0.0008644609860796182,"[[100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 8], [100.0, 100.0, 1]]","[[100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 8], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/4bd/cd2/4bdcd217-633c-4841-a9b1-208c117f5ea3,626279,1214217748,Isocortex,HPF,"[1402, 144, 947, 547, 1739, 441, 93, 1723, 460, 2100, 1803, 944, 955, 1636, 497, 1706, 1665, 1045, 1014, 1752, 2063, 1412, 156, 163]","[1278, 1316, 899, 1297, 897, 790, 903, 1287, 913, 870, 871, 860, 849, 1289, 904, 894, 55, 794, 921, 912, 1382, 52, 789, 867]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_2,21,24,24,0.0319703565611682,0.026215727891394702,-0.005754628669773498,0.022600428676673,-0.0093699278844952,0.003615299214721701,"[[100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 100.0, 8], [100.0, 100.0, 1]]","[[100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 100.0, 8], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/4bd/cd2/4bdcd217-633c-4841-a9b1-208c117f5ea3,626279,1214217748,Isocortex,HPF,"[1402, 144, 947, 547, 1739, 441, 93, 1723, 460, 2100, 1803, 944, 955, 1636, 497, 1706, 1665, 1045, 1014, 1752, 2063, 1412, 156, 163]","[1278, 1316, 899, 1297, 897, 790, 903, 1287, 913, 870, 871, 860, 849, 1289, 904, 894, 55, 794, 921, 912, 1382, 52, 789, 867]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
no_reward,21,24,24,-0.05924229969668349,-0.017286173615420175,0.04195612608126331,-0.05580471767093398,0.0034375820257495082,0.038518544055513804,"[[100.0, 100.0, 8], [100.0, 100.0, 8], [100.0, 100.0, 8], [100.0, 100.0, 8]]","[[100.0, 100.0, 8], [100.0, 100.0, 8], [100.0, 100.0, 8], [100.0, 100.0, 8]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/4bd/cd2/4bdcd217-633c-4841-a9b1-208c117f5ea3,626279,1214217748,Isocortex,HPF,"[1402, 144, 947, 547, 1739, 441, 93, 1723, 460, 2100, 1803, 944, 955, 1636, 497, 1706, 1665, 1045, 1014, 1752, 2063, 1412, 156, 163]","[1278, 1316, 899, 1297, 897, 790, 903, 1287, 913, 870, 871, 860, 849, 1289, 904, 894, 55, 794, 921, 912, 1382, 52, 789, 867]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_1,14,24,24,0.005678359878535932,-0.0015806657147043879,-0.00725902559324032,-0.023526939221862886,-0.02920529910039882,0.021946273507158498,"[[100.0, 100.0, 8], [100.0, 100.0, 8], [100.0, 10.0, 4], [100.0, 100.0, 8]]","[[100.0, 100.0, 8], [100.0, 100.0, 8], [100.0, 10.0, 4], [100.0, 100.0, 8]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/8bb/124/8bb12481-57e1-4f9d-95f0-c2ec49f2e338,632295,1218795542,Isocortex,HPF,"[1631, 1088, 773, 480, 710, 717, 2045, 483, 2192, 454, 1127, 69, 2122, 731, 1100, 1098, 1109, 1157, 1158, 1102, 2161, 736, 1699, 492]","[1564, 1536, 1057, 1025, 1509, 1468, 980, 1457, 954, 975, 996, 1485, 1437, 955, 1438, 1029, 1016, 1043, 1034, 1549, 952, 1557, 1535, 1030]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_2,14,24,24,0.0013187868267405811,-0.0022620673663216184,-0.0035808541930621995,-0.015674181281598365,-0.016992968108338946,0.013412113915276747,"[[100.0, 10.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 100.0, 1]]","[[100.0, 10.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/8bb/124/8bb12481-57e1-4f9d-95f0-c2ec49f2e338,632295,1218795542,Isocortex,HPF,"[1631, 1088, 773, 480, 710, 717, 2045, 483, 2192, 454, 1127, 69, 2122, 731, 1100, 1098, 1109, 1157, 1158, 1102, 2161, 736, 1699, 492]","[1564, 1536, 1057, 1025, 1509, 1468, 980, 1457, 954, 975, 996, 1485, 1437, 955, 1438, 1029, 1016, 1043, 1034, 1549, 952, 1557, 1535, 1030]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
no_reward,14,24,24,-0.0090152827026313,-0.04097832605180041,-0.03196304334916911,-0.04075419520636325,-0.03173891250373195,-0.00022413084543715378,"[[100.0, 10.0, 1], [100.0, 10.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1]]","[[100.0, 10.0, 1], [100.0, 10.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/8bb/124/8bb12481-57e1-4f9d-95f0-c2ec49f2e338,632295,1218795542,Isocortex,HPF,"[1631, 1088, 773, 480, 710, 717, 2045, 483, 2192, 454, 1127, 69, 2122, 731, 1100, 1098, 1109, 1157, 1158, 1102, 2161, 736, 1699, 492]","[1564, 1536, 1057, 1025, 1509, 1468, 980, 1457, 954, 975, 996, 1485, 1437, 955, 1438, 1029, 1016, 1043, 1034, 1549, 952, 1557, 1535, 1030]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_1,12,24,24,0.04643203242255389,0.031027552589686258,-0.015404479832867635,0.04737750802231633,0.0009454755997624353,-0.01634995543263007,"[[100.0, 100.0, 8], [100.0, 100.0, 2], [100.0, 100.0, 8], [100.0, 100.0, 1]]","[[100.0, 100.0, 8], [100.0, 100.0, 2], [100.0, 100.0, 8], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/db1/7c5/db17c503-6c6e-44c4-921f-4b0ddfa6dbdb,632295,1219127153,Isocortex,HPF,"[1552, 130, 352, 1152, 888, 98, 866, 386, 1182, 877, 864, 852, 1190, 1196, 337, 1551, 117, 1508, 907, 1238, 906, 1183, 922, 149]","[316, 47, 58, 49, 772, 63, 722, 78, 728, 771, 50, 812, 721, 45, 801, 770, 744, 805, 72, 719, 283, 67, 83, 798]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_2,12,24,24,0.03602072595784778,0.03434989221942175,-0.0016708337384260252,0.03610880556056317,0.00008807960271539628,-0.0017589133411414215,"[[100.0, 100.0, 8], [100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1]]","[[100.0, 100.0, 8], [100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/db1/7c5/db17c503-6c6e-44c4-921f-4b0ddfa6dbdb,632295,1219127153,Isocortex,HPF,"[1552, 130, 352, 1152, 888, 98, 866, 386, 1182, 877, 864, 852, 1190, 1196, 337, 1551, 117, 1508, 907, 1238, 906, 1183, 922, 149]","[316, 47, 58, 49, 772, 63, 722, 78, 728, 771, 50, 812, 721, 45, 801, 770, 744, 805, 72, 719, 283, 67, 83, 798]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
no_reward,12,24,24,0.07544276532480876,0.0767492359733366,0.0013064706485278466,0.07329494251520885,-0.0021478228095999086,0.003454293458127755,"[[100.0, 100.0, 4], [100.0, 100.0, 1], [100.0, 10.0, 2], [100.0, 100.0, 1]]","[[100.0, 100.0, 4], [100.0, 100.0, 1], [100.0, 10.0, 2], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/db1/7c5/db17c503-6c6e-44c4-921f-4b0ddfa6dbdb,632295,1219127153,Isocortex,HPF,"[1552, 130, 352, 1152, 888, 98, 866, 386, 1182, 877, 864, 852, 1190, 1196, 337, 1551, 117, 1508, 907, 1238, 906, 1183, 922, 149]","[316, 47, 58, 49, 772, 63, 722, 78, 728, 771, 50, 812, 721, 45, 801, 770, 744, 805, 72, 719, 283, 67, 83, 798]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_1,21,24,24,0.00548187732992933,0.0005127196082841401,-0.00496915772164519,0.009691501451557838,0.004209624121628508,-0.009178781843273698,"[[100.0, 100.0, 8], [100.0, 100.0, 1], [100.0, 100.0, 8], [100.0, 100.0, 1]]","[[100.0, 100.0, 8], [100.0, 100.0, 1], [100.0, 100.0, 8], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/d8b/8a9/d8b8a9fb-eda0-459f-a722-60a69961c992,638387,1229654875,Isocortex,HPF,"[153, 1559, 425, 848, 333, 147, 820, 1542, 1144, 271, 340, 1146, 811, 765, 159, 1561, 1745, 1126, 381, 1138, 393, 808, 800, 1736]","[1097, 1228, 1042, 1055, 1078, 1058, 1098, 1046, 1101, 1045, 1047, 1090, 1073, 1092, 1227, 1091, 1095, 1233, 1039, 1074, 1225, 1076, 1223, 1079]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_2,21,24,24,0.0084276382832843,-0.014449250718127526,-0.022876889001411826,0.004745770898675783,-0.003681867384608517,-0.01919502161680331,"[[100.0, 10.0, 2], [100.0, 100.0, 1], [100.0, 100.0, 8], [100.0, 100.0, 2]]","[[100.0, 10.0, 2], [100.0, 100.0, 1], [100.0, 100.0, 8], [100.0, 100.0, 2]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/d8b/8a9/d8b8a9fb-eda0-459f-a722-60a69961c992,638387,1229654875,Isocortex,HPF,"[153, 1559, 425, 848, 333, 147, 820, 1542, 1144, 271, 340, 1146, 811, 765, 159, 1561, 1745, 1126, 381, 1138, 393, 808, 800, 1736]","[1097, 1228, 1042, 1055, 1078, 1058, 1098, 1046, 1101, 1045, 1047, 1090, 1073, 1092, 1227, 1091, 1095, 1233, 1039, 1074, 1225, 1076, 1223, 1079]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
no_reward,21,24,24,0.04630107125414362,0.041432383221596814,-0.0048686880325468085,0.03462823887118771,-0.011672832382955911,0.006804144350409103,"[[100.0, 100.0, 1], [100.0, 1.0, 1], [100.0, 100.0, 4], [100.0, 100.0, 1]]","[[100.0, 100.0, 1], [100.0, 1.0, 1], [100.0, 100.0, 4], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/d8b/8a9/d8b8a9fb-eda0-459f-a722-60a69961c992,638387,1229654875,Isocortex,HPF,"[153, 1559, 425, 848, 333, 147, 820, 1542, 1144, 271, 340, 1146, 811, 765, 159, 1561, 1745, 1126, 381, 1138, 393, 808, 800, 1736]","[1097, 1228, 1042, 1055, 1078, 1058, 1098, 1046, 1101, 1045, 1047, 1090, 1073, 1092, 1227, 1091, 1095, 1233, 1039, 1074, 1225, 1076, 1223, 1079]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_1,23,24,24,0.05489840837241189,0.0713389281940422,0.016440519821630306,0.04002102728101031,-0.014877381091401576,0.03131790091303188,"[[100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 10.0, 1], [100.0, 100.0, 1]]","[[100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 10.0, 1], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/584/1b8/5841b844-3102-4b4f-8f2c-e4cd23ec8f45,640887,1234203203,Isocortex,HPF,"[1829, 1822, 932, 1878, 1036, 1874, 1490, 1012, 1891, 1480, 209, 1078, 1052, 492, 1834, 582, 218, 1807, 1893, 503, 580, 1056, 1028, 965]","[1346, 1352, 32, 31, 48, 64, 54, 122, 1426, 105, 63, 1371, 1374, 1410, 115, 107, 248, 1417, 1355, 33, 93, 110, 1429, 53]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_2,23,24,24,0.04869520232188185,0.037084690441714474,-0.011610511880167373,0.05372037159032772,0.005025169268445873,-0.016635681148613246,"[[100.0, 100.0, 4], [100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 100.0, 2]]","[[100.0, 100.0, 4], [100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 100.0, 2]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/584/1b8/5841b844-3102-4b4f-8f2c-e4cd23ec8f45,640887,1234203203,Isocortex,HPF,"[1829, 1822, 932, 1878, 1036, 1874, 1490, 1012, 1891, 1480, 209, 1078, 1052, 492, 1834, 582, 218, 1807, 1893, 503, 580, 1056, 1028, 965]","[1346, 1352, 32, 31, 48, 64, 54, 122, 1426, 105, 63, 1371, 1374, 1410, 115, 107, 248, 1417, 1355, 33, 93, 110, 1429, 53]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
no_reward,23,24,24,0.03992125683028647,0.040235599676041844,0.00031434284575537763,0.03797305049810107,-0.0019482063321853982,0.002262549177940776,"[[100.0, 100.0, 2], [100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1]]","[[100.0, 100.0, 2], [100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/584/1b8/5841b844-3102-4b4f-8f2c-e4cd23ec8f45,640887,1234203203,Isocortex,HPF,"[1829, 1822, 932, 1878, 1036, 1874, 1490, 1012, 1891, 1480, 209, 1078, 1052, 492, 1834, 582, 218, 1807, 1893, 503, 580, 1056, 1028, 965]","[1346, 1352, 32, 31, 48, 64, 54, 122, 1426, 105, 63, 1371, 1374, 1410, 115, 107, 248, 1417, 1355, 33, 93, 110, 1429, 53]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_1,25,24,24,0.027031161848325547,0.0033821888462651772,-0.02364897300206037,0.014440120872578066,-0.01259104097574748,-0.011057932026312889,"[[100.0, 100.0, 1], [100.0, 100.0, 4], [100.0, 100.0, 2], [100.0, 100.0, 1]]","[[100.0, 100.0, 1], [100.0, 100.0, 4], [100.0, 100.0, 2], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/cfc/bf1/cfcbf155-cb15-455d-8450-0ef256540990,640887,1234410451,Isocortex,HPF,"[85, 112, 1812, 1504, 1878, 1072, 1536, 1013, 1497, 1899, 193, 1926, 1919, 1528, 216, 1555, 169, 1905, 1987, 86, 1073, 1967, 1963, 100]","[1002, 537, 542, 589, 583, 566, 977, 973, 538, 930, 889, 876, 525, 532, 514, 582, 515, 914, 968, 1127, 982, 678, 1112, 546]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_2,25,24,24,0.050651252449593676,0.030956000001680195,-0.01969525244791348,0.05821669011070074,0.007565437661107066,-0.027260690109020547,"[[100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 4]]","[[100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 1], [100.0, 100.0, 4]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/cfc/bf1/cfcbf155-cb15-455d-8450-0ef256540990,640887,1234410451,Isocortex,HPF,"[85, 112, 1812, 1504, 1878, 1072, 1536, 1013, 1497, 1899, 193, 1926, 1919, 1528, 216, 1555, 169, 1905, 1987, 86, 1073, 1967, 1963, 100]","[1002, 537, 542, 589, 583, 566, 977, 973, 538, 930, 889, 876, 525, 532, 514, 582, 515, 914, 968, 1127, 982, 678, 1112, 546]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
no_reward,25,24,24,0.0511701165370787,0.06119752458602634,0.01002740804894764,0.045281040955229446,-0.005889075581849257,0.015916483630796896,"[[100.0, 100.0, 8], [100.0, 100.0, 8], [100.0, 100.0, 8], [100.0, 100.0, 8]]","[[100.0, 100.0, 8], [100.0, 100.0, 8], [100.0, 100.0, 8], [100.0, 100.0, 8]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/cfc/bf1/cfcbf155-cb15-455d-8450-0ef256540990,640887,1234410451,Isocortex,HPF,"[85, 112, 1812, 1504, 1878, 1072, 1536, 1013, 1497, 1899, 193, 1926, 1919, 1528, 216, 1555, 169, 1905, 1987, 86, 1073, 1967, 1963, 100]","[1002, 537, 542, 589, 583, 566, 977, 973, 538, 930, 889, 876, 525, 532, 514, 582, 515, 914, 968, 1127, 982, 678, 1112, 546]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_1,27,24,24,0.04399220587996178,0.03508327038145409,-0.008908935498507686,0.04427444428221272,0.000282238402250945,-0.009191173900758631,"[[100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 100.0, 4], [100.0, 100.0, 2]]","[[100.0, 100.0, 1], [100.0, 100.0, 2], [100.0, 100.0, 4], [100.0, 100.0, 2]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/13d/b29/13db29ff-1454-412d-8680-ecd7a38c6f95,640890,1232430325,Isocortex,HPF,"[1416, 1481, 2410, 2446, 1411, 2357, 1524, 366, 702, 1396, 1123, 1382, 2369, 1391, 735, 2333, 1385, 1483, 1387, 1469, 1500, 2425, 2025, 2359]","[1926, 1905, 1915, 654, 696, 1076, 1934, 1895, 2109, 1980, 1006, 1008, 982, 693, 1962, 1897, 2114, 983, 1931, 1948, 1977, 1972, 1960, 975]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
engaged_2,27,24,24,-0.008545895663103042,-0.010677933471122447,-0.0021320378080194047,-0.014623259583981474,-0.006077363920878431,0.003945326112859027,"[[100.0, 100.0, 1], [100.0, 100.0, 4], [100.0, 100.0, 8], [100.0, 100.0, 1]]","[[100.0, 100.0, 1], [100.0, 100.0, 4], [100.0, 100.0, 8], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/13d/b29/13db29ff-1454-412d-8680-ecd7a38c6f95,640890,1232430325,Isocortex,HPF,"[1416, 1481, 2410, 2446, 1411, 2357, 1524, 366, 702, 1396, 1123, 1382, 2369, 1391, 735, 2333, 1385, 1483, 1387, 1469, 1500, 2425, 2025, 2359]","[1926, 1905, 1915, 654, 696, 1076, 1934, 1895, 2109, 1980, 1006, 1008, 982, 693, 1962, 1897, 2114, 983, 1931, 1948, 1977, 1972, 1960, 975]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
no_reward,27,24,24,0.028511457160491305,0.030401739104263248,0.0018902819437719431,0.027465462829381226,-0.0010459943311100783,0.0029362762748820215,"[[100.0, 100.0, 1], [100.0, 100.0, 4], [100.0, 100.0, 1], [100.0, 100.0, 1]]","[[100.0, 100.0, 1], [100.0, 100.0, 4], [100.0, 100.0, 1], [100.0, 100.0, 1]]",pass,https://dandiarchive.s3.amazonaws.com/blobs/13d/b29/13db29ff-1454-412d-8680-ecd7a38c6f95,640890,1232430325,Isocortex,HPF,"[1416, 1481, 2410, 2446, 1411, 2357, 1524, 366, 702, 1396, 1123, 1382, 2369, 1391, 735, 2333, 1385, 1483, 1387, 1469, 1500, 2425, 2025, 2359]","[1926, 1905, 1915, 654, 696, 1076, 1934, 1895, 2109, 1980, 1006, 1008, 982, 693, 1962, 1897, 2114, 983, 1931, 1948, 1977, 1972, 1960, 975]","[""session_time_linear"", ""session_time_quadratic"", ""image_identity:im115_r-1.0"", ""eventual_response_in_window"", ""eventual_response_latency"", ""response_latency_missing""]"
