_nwb_path,subject_id,transition_id,transition_order,effect_direction_multiplier,latency_direction_multiplier,included_in_transition_analysis,condition,real_pre_response_probability,real_pre_median_response_latency_seconds,real_pre_n_trials,real_pre_n_latency_responses,real_post_response_probability,real_post_median_response_latency_seconds,real_post_n_trials,real_post_n_latency_responses,pseudo_pre_response_probability,pseudo_pre_median_response_latency_seconds,pseudo_pre_n_trials,pseudo_pre_n_latency_responses,pseudo_post_response_probability,pseudo_post_median_response_latency_seconds,pseudo_post_n_trials,pseudo_post_n_latency_responses,real_step,pseudo_step,real_latency_step_seconds,pseudo_latency_step_seconds,n_real_window_trials,n_pseudo_window_trials,n_real_window_latency_responses,n_pseudo_window_latency_responses,pseudo_controlled_step,pseudo_controlled_latency_step_seconds,n_controlled_window_trials,n_controlled_window_latency_responses,real_step_estimable,pseudo_step_estimable,controlled_step_estimable,real_latency_estimable,pseudo_latency_estimable,controlled_latency_estimable
https://dandiarchive.s3.amazonaws.com/blobs/585/411/5854110b-2b31-4bbf-881e-3280f7b87b95,604914,reward_withdrawal,1,-1.0,1.0,true,catch,1.0,0.17798499999992146,4,4,1.0,0.17791500000004135,4,4,1.0,0.1771800000000212,2,2,,,0,0,-0.0,,-0.00006999999988011041,,8,2,8,2,,,10,10,true,false,false,true,false,false
https://dandiarchive.s3.amazonaws.com/blobs/585/411/5854110b-2b31-4bbf-881e-3280f7b87b95,604914,reward_withdrawal,1,-1.0,1.0,true,go,1.0,0.17774999999994634,6,6,1.0,0.1782599999999661,16,16,1.0,0.1865500000000111,2,2,1.0,0.19376999999997224,3,3,-0.0,-0.0,0.0005100000000197724,0.007219999999961146,22,5,22,5,0.0,-0.006709999999941374,27,27,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/585/411/5854110b-2b31-4bbf-881e-3280f7b87b95,604914,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.0,,,,30,7,0,0,,,37,0,true,false,false,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/585/411/5854110b-2b31-4bbf-881e-3280f7b87b95,604914,reward_restoration,2,1.0,-1.0,true,catch,1.0,0.17797999999993408,5,5,1.0,0.17734999999993306,1,1,1.0,0.17813999999998487,5,5,1.0,0.17826999999988402,5,5,0.0,0.0,0.0006300000000010186,-0.00012999999989915523,6,10,6,10,0.0,0.0007599999999001739,16,16,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/585/411/5854110b-2b31-4bbf-881e-3280f7b87b95,604914,reward_restoration,2,1.0,-1.0,true,go,1.0,0.17837999999983367,12,12,1.0,0.17830999999978303,9,9,1.0,0.17836499999998523,14,14,1.0,0.17814999999995962,13,13,0.0,0.0,0.00007000000005064066,0.00021500000002561137,21,27,21,27,0.0,-0.0001449999999749707,48,48,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/585/411/5854110b-2b31-4bbf-881e-3280f7b87b95,604914,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.0,0.0,,,27,37,0,0,0.0,,64,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e5f/59c/e5f59ceb-77c6-417f-a55e-4574c0d390ba,604914,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,4,0,0.0,,5,0,0.2,0.3933000000000675,5,1,0.0,,4,0,-0.0,0.2,,,9,9,0,1,-0.2,,18,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e5f/59c/e5f59ceb-77c6-417f-a55e-4574c0d390ba,604914,reward_withdrawal,1,-1.0,1.0,true,go,0.3333333333333333,0.5960549999999785,12,4,0.0,,15,0,0.5,0.5113500000000499,10,5,0.5833333333333334,0.5118999999999687,12,7,0.3333333333333333,-0.08333333333333337,,0.0005499999999187821,27,22,4,12,0.4166666666666667,,49,16,true,true,true,false,true,false
https://dandiarchive.s3.amazonaws.com/blobs/e5f/59c/e5f59ceb-77c6-417f-a55e-4574c0d390ba,604914,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.3333333333333333,-0.2833333333333334,,,36,31,0,0,0.6166666666666667,,67,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e5f/59c/e5f59ceb-77c6-417f-a55e-4574c0d390ba,604914,reward_restoration,2,1.0,-1.0,true,catch,0.0,,4,0,0.0,,5,0,0.0,,5,0,0.0,,5,0,0.0,0.0,,,9,10,0,0,0.0,,19,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e5f/59c/e5f59ceb-77c6-417f-a55e-4574c0d390ba,604914,reward_restoration,2,1.0,-1.0,true,go,0.0625,0.7456200000001445,16,1,0.0,,14,0,0.15384615384615385,0.6954399999999623,13,2,0.06666666666666667,0.6287600000000566,15,1,-0.0625,-0.08717948717948719,,0.0666799999999057,30,28,1,3,0.02467948717948719,,58,4,true,true,true,false,true,false
https://dandiarchive.s3.amazonaws.com/blobs/e5f/59c/e5f59ceb-77c6-417f-a55e-4574c0d390ba,604914,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,-0.0625,-0.08717948717948719,,,39,38,0,0,0.02467948717948719,,77,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/324/6c5/3246c508-0142-4e96-b1f4-13ab63ee636e,607660,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,4,0,0.0,,7,0,0.0,,2,0,0.3333333333333333,0.6283799999999928,3,1,-0.0,-0.3333333333333333,,,11,5,0,1,0.3333333333333333,,16,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/324/6c5/3246c508-0142-4e96-b1f4-13ab63ee636e,607660,reward_withdrawal,1,-1.0,1.0,true,go,0.5,0.2954599999999914,8,4,0.07692307692307693,0.24466999999992822,13,1,0.7142857142857143,0.41097000000002026,7,5,0.3333333333333333,0.4444700000000239,9,3,0.4230769230769231,0.380952380952381,-0.050790000000063174,0.03350000000000364,21,16,5,8,0.042124542124542086,-0.08429000000006681,37,13,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/324/6c5/3246c508-0142-4e96-b1f4-13ab63ee636e,607660,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.4230769230769231,0.7142857142857143,,,32,21,0,0,-0.29120879120879123,,53,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/324/6c5/3246c508-0142-4e96-b1f4-13ab63ee636e,607660,reward_restoration,2,1.0,-1.0,true,catch,0.0,,5,0,0.0,,3,0,0.0,,5,0,0.0,,4,0,0.0,0.0,,,8,9,0,0,0.0,,17,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/324/6c5/3246c508-0142-4e96-b1f4-13ab63ee636e,607660,reward_restoration,2,1.0,-1.0,true,go,0.06666666666666667,0.7113899999999376,15,1,0.0,,11,0,0.0,,15,0,0.07142857142857142,0.4618199999999888,14,1,-0.06666666666666667,0.07142857142857142,,,26,29,1,1,-0.1380952380952381,,55,2,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/324/6c5/3246c508-0142-4e96-b1f4-13ab63ee636e,607660,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,-0.06666666666666667,0.07142857142857142,,,34,38,0,0,-0.1380952380952381,,72,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/c1b/70d/c1b70d41-1214-4afd-9fcc-b1a3b128c5d6,607660,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,3,0,0.6666666666666666,0.2780599999999822,6,4,0.0,,3,0,0.0,,3,0,-0.6666666666666666,-0.0,,,9,6,4,0,-0.6666666666666666,,15,4,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/c1b/70d/c1b70d41-1214-4afd-9fcc-b1a3b128c5d6,607660,reward_withdrawal,1,-1.0,1.0,true,go,0.18181818181818182,0.6293799999999123,11,2,0.23076923076923078,0.4117199999999457,13,3,0.3333333333333333,0.4204350000000261,12,4,0.5,0.5043549999999755,8,4,-0.04895104895104896,-0.16666666666666669,-0.21765999999996666,0.08391999999994937,24,20,5,8,0.11771561771561773,-0.301579999999916,44,13,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/c1b/70d/c1b70d41-1214-4afd-9fcc-b1a3b128c5d6,607660,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.6177156177156177,-0.16666666666666669,,,33,26,0,0,0.7843822843822843,,59,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/c1b/70d/c1b70d41-1214-4afd-9fcc-b1a3b128c5d6,607660,reward_restoration,2,1.0,-1.0,true,catch,0.25,0.3781300000000556,4,1,0.0,,4,0,0.0,,6,0,0.25,0.6284899999998288,4,1,-0.25,0.25,,,8,10,1,1,-0.5,,18,2,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/c1b/70d/c1b70d41-1214-4afd-9fcc-b1a3b128c5d6,607660,reward_restoration,2,1.0,-1.0,true,go,0.14285714285714285,0.46176500000001397,14,2,0.2857142857142857,0.4615999999998621,7,2,0.07142857142857142,0.6951699999999619,14,1,0.06666666666666667,0.5765599999999722,15,1,0.14285714285714285,-0.004761904761904759,0.00016500000015184924,0.11860999999998967,21,29,4,2,0.1476190476190476,-0.11844499999983782,50,6,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/c1b/70d/c1b70d41-1214-4afd-9fcc-b1a3b128c5d6,607660,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.39285714285714285,-0.25476190476190474,,,29,39,0,0,0.6476190476190475,,68,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/d01/275/d012752e-19c8-4ea9-bba6-59bf0983cff5,607660,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,3,0,0.2,0.6957500000000891,5,1,0.0,,2,0,0.0,,1,0,-0.2,-0.0,,,8,3,1,0,-0.2,,11,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/d01/275/d012752e-19c8-4ea9-bba6-59bf0983cff5,607660,reward_withdrawal,1,-1.0,1.0,true,go,0.7142857142857143,0.529329999999959,7,5,0.35714285714285715,0.36167999999997846,14,5,0.5,0.34483000000000175,2,1,0.625,0.36257000000000517,8,5,0.35714285714285715,-0.125,-0.16764999999998054,0.01774000000000342,21,10,10,6,0.48214285714285715,-0.18538999999998396,31,16,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/d01/275/d012752e-19c8-4ea9-bba6-59bf0983cff5,607660,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.5571428571428572,-0.125,,,29,13,0,0,0.6821428571428572,,42,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/d01/275/d012752e-19c8-4ea9-bba6-59bf0983cff5,607660,reward_restoration,2,1.0,-1.0,true,catch,0.0,,5,0,,,0,0,0.0,,4,0,0.0,,6,0,,0.0,,,5,10,0,0,,,15,0,false,true,false,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/d01/275/d012752e-19c8-4ea9-bba6-59bf0983cff5,607660,reward_restoration,2,1.0,-1.0,true,go,0.0,,13,0,0.5,0.3780099999999038,2,1,0.3333333333333333,0.4284549999999854,12,4,0.0,,14,0,0.5,-0.3333333333333333,,,15,26,1,4,0.8333333333333333,,41,5,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/d01/275/d012752e-19c8-4ea9-bba6-59bf0983cff5,607660,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,,-0.3333333333333333,,,20,36,0,0,,,56,0,false,true,false,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/f23/541/f2354121-247a-43f9-a28f-6b8b8c4570d4,607660,reward_withdrawal,1,-1.0,1.0,true,catch,0.6666666666666666,0.3115949999998975,3,2,0.0,,4,0,0.0,,3,0,0.5,0.1945299999999861,2,1,0.6666666666666666,-0.5,,,7,5,2,1,1.1666666666666665,,12,3,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/f23/541/f2354121-247a-43f9-a28f-6b8b8c4570d4,607660,reward_withdrawal,1,-1.0,1.0,true,go,1.0,0.3208750000000009,6,6,0.4,0.3783949999998981,15,6,0.375,0.3457300000000032,8,3,0.5,0.5956249999999841,4,2,0.6,-0.125,0.05751999999989721,0.24989499999998088,21,12,12,5,0.725,-0.19237500000008367,33,17,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/f23/541/f2354121-247a-43f9-a28f-6b8b8c4570d4,607660,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,-0.06666666666666665,0.375,,,28,17,0,0,-0.44166666666666654,,45,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/f23/541/f2354121-247a-43f9-a28f-6b8b8c4570d4,607660,reward_restoration,2,1.0,-1.0,true,catch,0.0,,7,0,0.5,0.34519000000000233,2,1,0.25,0.2949399999997695,4,1,0.0,,4,0,0.5,-0.25,,,9,8,1,1,0.75,,17,2,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/f23/541/f2354121-247a-43f9-a28f-6b8b8c4570d4,607660,reward_restoration,2,1.0,-1.0,true,go,0.21428571428571427,0.4284299999999348,14,3,0.3333333333333333,0.49598999999989246,9,3,0.25,0.478279999999927,16,4,0.35714285714285715,0.39525000000003274,14,5,0.11904761904761904,0.10714285714285715,-0.06755999999995765,0.08302999999989424,23,30,6,9,0.01190476190476189,-0.1505899999998519,53,15,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/f23/541/f2354121-247a-43f9-a28f-6b8b8c4570d4,607660,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,-0.38095238095238093,0.35714285714285715,,,32,38,0,0,-0.7380952380952381,,70,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/2b8/c4a/2b8c4a9d-2e57-4a8d-a9dd-3aa56cf82732,608671,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,4,0,0.2,0.5282399999998688,5,1,0.0,,5,0,0.0,,2,0,-0.2,-0.0,,,9,7,1,0,-0.2,,16,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/2b8/c4a/2b8c4a9d-2e57-4a8d-a9dd-3aa56cf82732,608671,reward_withdrawal,1,-1.0,1.0,true,go,0.4166666666666667,0.4786099999998896,12,5,0.26666666666666666,0.40330000000000155,15,4,0.36363636363636365,0.49616500000001906,11,4,0.5,0.462805000000003,12,6,0.15000000000000002,-0.13636363636363635,-0.07530999999988808,-0.033360000000016043,27,23,9,10,0.2863636363636364,-0.041949999999872034,50,19,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/2b8/c4a/2b8c4a9d-2e57-4a8d-a9dd-3aa56cf82732,608671,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.35000000000000003,-0.13636363636363635,,,36,30,0,0,0.4863636363636364,,66,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/2b8/c4a/2b8c4a9d-2e57-4a8d-a9dd-3aa56cf82732,608671,reward_restoration,2,1.0,-1.0,true,catch,0.0,,4,0,0.0,,4,0,0.0,,5,0,0.2,0.22804999999993925,5,1,0.0,0.2,,,8,10,0,1,-0.2,,18,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/2b8/c4a/2b8c4a9d-2e57-4a8d-a9dd-3aa56cf82732,608671,reward_restoration,2,1.0,-1.0,true,go,0.0,,16,0,0.0,,12,0,0.0,,13,0,0.0,,16,0,0.0,0.0,,,28,29,0,0,0.0,,57,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/2b8/c4a/2b8c4a9d-2e57-4a8d-a9dd-3aa56cf82732,608671,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.0,-0.2,,,36,39,0,0,0.2,,75,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e4f/a5f/e4fa5f32-279b-40b0-a324-b0d14d1c4cdc,608671,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,4,0,0.0,,5,0,0.0,,3,0,0.3333333333333333,0.5950800000000527,3,1,-0.0,-0.3333333333333333,,,9,6,0,1,0.3333333333333333,,15,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e4f/a5f/e4fa5f32-279b-40b0-a324-b0d14d1c4cdc,608671,reward_withdrawal,1,-1.0,1.0,true,go,0.3333333333333333,0.6281499999998914,9,3,0.06666666666666667,0.345299999999952,15,1,0.5454545454545454,0.5213800000000504,11,6,0.6666666666666666,0.5034999999999741,9,6,0.26666666666666666,-0.12121212121212122,-0.2828499999999394,-0.01788000000007628,24,20,4,12,0.3878787878787879,-0.26496999999986315,44,16,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/e4f/a5f/e4fa5f32-279b-40b0-a324-b0d14d1c4cdc,608671,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.26666666666666666,0.2121212121212121,,,33,26,0,0,0.054545454545454564,,59,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e4f/a5f/e4fa5f32-279b-40b0-a324-b0d14d1c4cdc,608671,reward_restoration,2,1.0,-1.0,true,catch,0.0,,4,0,0.0,,1,0,0.0,,4,0,0.0,,5,0,0.0,0.0,,,5,9,0,0,0.0,,14,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e4f/a5f/e4fa5f32-279b-40b0-a324-b0d14d1c4cdc,608671,reward_restoration,2,1.0,-1.0,true,go,0.0,,15,0,0.5555555555555556,0.4295899999997346,9,5,0.0,,15,0,0.0,,14,0,0.5555555555555556,0.0,,,24,29,5,0,0.5555555555555556,,53,5,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e4f/a5f/e4fa5f32-279b-40b0-a324-b0d14d1c4cdc,608671,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.5555555555555556,0.0,,,29,38,0,0,0.5555555555555556,,67,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/f8f/a8d/f8fa8d9d-b477-4570-875d-852aa7c507d4,608671,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,3,0,0.0,,4,0,0.0,,2,0,0.0,,3,0,-0.0,-0.0,,,7,5,0,0,0.0,,12,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/f8f/a8d/f8fa8d9d-b477-4570-875d-852aa7c507d4,608671,reward_withdrawal,1,-1.0,1.0,true,go,0.6,0.48719499999992877,10,6,0.3076923076923077,0.5452699999999595,13,4,0.5,0.46145500000000084,4,2,0.1,0.32989999999995234,10,1,0.29230769230769227,0.4,0.05807500000003074,-0.1315550000000485,23,14,10,3,-0.10769230769230775,0.18963000000007924,37,13,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/f8f/a8d/f8fa8d9d-b477-4570-875d-852aa7c507d4,608671,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.29230769230769227,0.4,,,30,19,0,0,-0.10769230769230775,,49,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/f8f/a8d/f8fa8d9d-b477-4570-875d-852aa7c507d4,608671,reward_restoration,2,1.0,-1.0,true,catch,0.0,,6,0,0.0,,5,0,0.0,,6,0,0.0,,4,0,0.0,0.0,,,11,10,0,0,0.0,,21,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/f8f/a8d/f8fa8d9d-b477-4570-875d-852aa7c507d4,608671,reward_restoration,2,1.0,-1.0,true,go,0.0,,14,0,0.14285714285714285,0.6284900000000562,7,1,0.08333333333333333,0.5617499999998472,12,1,0.25,0.6285199999998667,16,4,0.14285714285714285,0.16666666666666669,,-0.06677000000001954,21,28,1,5,-0.023809523809523836,,49,6,true,true,true,false,true,false
https://dandiarchive.s3.amazonaws.com/blobs/f8f/a8d/f8fa8d9d-b477-4570-875d-852aa7c507d4,608671,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.14285714285714285,0.16666666666666669,,,32,38,0,0,-0.023809523809523836,,70,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/fe8/82f/fe882f8d-cadd-49b7-a088-3f7605d8b083,608671,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,3,0,0.0,,6,0,0.2,0.5447500000000218,5,1,0.0,,4,0,-0.0,0.2,,,9,9,0,1,-0.2,,18,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/fe8/82f/fe882f8d-cadd-49b7-a088-3f7605d8b083,608671,reward_withdrawal,1,-1.0,1.0,true,go,0.45454545454545453,0.5127699999999322,11,5,0.07692307692307693,0.6952699999999368,13,1,0.3076923076923077,0.512610000000052,13,4,0.5833333333333334,0.462289999999939,12,7,0.3776223776223776,-0.27564102564102566,0.18250000000000455,-0.05032000000011294,24,25,6,11,0.6532634032634033,0.2328200000001175,49,17,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/fe8/82f/fe882f8d-cadd-49b7-a088-3f7605d8b083,608671,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.3776223776223776,-0.47564102564102567,,,33,34,0,0,0.8532634032634032,,67,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/fe8/82f/fe882f8d-cadd-49b7-a088-3f7605d8b083,608671,reward_restoration,2,1.0,-1.0,true,catch,0.0,,4,0,0.5,0.7450599999997394,2,1,0.0,,5,0,0.0,,4,0,0.5,0.0,,,6,9,1,0,0.5,,15,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/fe8/82f/fe882f8d-cadd-49b7-a088-3f7605d8b083,608671,reward_restoration,2,1.0,-1.0,true,go,0.0,,13,0,0.375,0.47951999999986583,8,3,0.0,,13,0,0.0,,13,0,0.375,0.0,,,21,26,3,0,0.375,,47,3,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/fe8/82f/fe882f8d-cadd-49b7-a088-3f7605d8b083,608671,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,-0.125,0.0,,,27,35,0,0,-0.125,,62,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,608672,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,3,0,0.0,,5,0,0.0,,3,0,0.3333333333333333,0.294840000000022,3,1,-0.0,-0.3333333333333333,,,8,6,0,1,0.3333333333333333,,14,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,608672,reward_withdrawal,1,-1.0,1.0,true,go,0.875,0.32935999999995147,8,7,0.3076923076923077,0.3533199999999965,13,4,0.6666666666666666,0.3537400000000446,6,4,0.6,0.3622249999999667,10,6,0.5673076923076923,0.06666666666666665,0.023960000000045056,0.008484999999922138,21,16,11,10,0.5006410256410256,0.015475000000122918,37,21,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,608672,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.5673076923076923,0.39999999999999997,,,29,22,0,0,0.16730769230769232,,51,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,608672,reward_restoration,2,1.0,-1.0,true,catch,0.0,,5,0,1.0,0.4783999999997377,2,2,0.0,,5,0,0.0,,4,0,1.0,0.0,,,7,9,2,0,1.0,,16,2,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,608672,reward_restoration,2,1.0,-1.0,true,go,0.07142857142857142,0.5286999999998443,14,1,0.625,0.3949699999998302,8,5,0.09090909090909091,0.3783900000000813,11,1,0.0,,14,0,0.5535714285714286,-0.09090909090909091,0.13373000000001412,,22,25,6,1,0.6444805194805195,,47,7,true,true,true,true,false,false
https://dandiarchive.s3.amazonaws.com/blobs/0ab/b29/0abb2952-5419-4c3b-b848-d58b590e49b5,608672,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,-0.4464285714285714,-0.09090909090909091,,,29,34,0,0,-0.35551948051948046,,63,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/45e/b63/45eb632e-a7df-4d91-b0ea-ab8ff3512409,608672,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,2,0,0.0,,6,0,0.0,,2,0,0.3333333333333333,0.328239999999937,3,1,-0.0,-0.3333333333333333,,,8,5,0,1,0.3333333333333333,,13,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/45e/b63/45eb632e-a7df-4d91-b0ea-ab8ff3512409,608672,reward_withdrawal,1,-1.0,1.0,true,go,0.6,0.32832999999993717,5,3,0.46153846153846156,0.37836999999996124,13,6,0.5714285714285714,0.3786350000000027,7,4,0.4,0.36988499999995383,5,2,0.1384615384615384,0.17142857142857137,0.050040000000024065,-0.008750000000048885,18,12,9,6,-0.03296703296703296,0.05879000000007295,30,15,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/45e/b63/45eb632e-a7df-4d91-b0ea-ab8ff3512409,608672,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.1384615384615384,0.5047619047619047,,,26,17,0,0,-0.3663003663003663,,43,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/45e/b63/45eb632e-a7df-4d91-b0ea-ab8ff3512409,608672,reward_restoration,2,1.0,-1.0,true,catch,0.0,,5,0,0.0,,3,0,0.0,,6,0,0.0,,3,0,0.0,0.0,,,8,9,0,0,0.0,,17,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/45e/b63/45eb632e-a7df-4d91-b0ea-ab8ff3512409,608672,reward_restoration,2,1.0,-1.0,true,go,0.0,,13,0,0.4444444444444444,0.4631449999999404,9,4,0.14285714285714285,0.4277999999999338,14,2,0.0,,14,0,0.4444444444444444,-0.14285714285714285,,,22,28,4,2,0.5873015873015872,,50,6,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/45e/b63/45eb632e-a7df-4d91-b0ea-ab8ff3512409,608672,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.4444444444444444,-0.14285714285714285,,,30,37,0,0,0.5873015873015872,,67,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/bee/4c8/bee4c859-5d34-4bb8-aff9-c839f7465d57,608672,reward_withdrawal,1,-1.0,1.0,true,catch,0.3333333333333333,0.39504999999996926,3,1,0.0,,5,0,0.0,,4,0,0.25,0.3437900000000127,4,1,0.3333333333333333,-0.25,,,8,8,1,1,0.5833333333333333,,16,2,true,true,true,false,false,false
