subject_id,source_region,target_region,n_sessions,n_trials,engaged_1_source_added_r2,no_reward_source_added_r2,engaged_2_source_added_r2,real_reversible_contrast,shift_reversible_contrast,controlled_reversible_contrast,real_hysteresis_contrast
623322,MB,TH,1,66,-0.009563249168562882,-0.015265138653144161,-0.10361836516516953,-0.04132566851372205,-0.03762257918705059,-0.0037030893266714604,-0.09405511599660665
626279,MB,TH,1,63,-0.0019574786206306705,-0.0058226056839156826,-0.009576885907595534,0.000055423419802580476,0.009521142861542875,-0.009465719441740295,-0.007619407286964863
632295,MB,TH,1,42,-0.030654323687494434,-0.00017168017881707964,-0.010676104600287895,-0.020493533965074084,-0.02807505694914031,0.007581522984066225,0.01997821908720654
640887,MB,TH,1,69,-0.012047746306821705,-0.0014545821143657767,-0.007330308656847695,-0.008234445367468923,-0.010666395777262694,0.0024319504097937705,0.00471743764997401
640890,MB,TH,1,81,-0.024984005692691102,-0.004500437281241609,-0.011753434864801404,-0.013868282997504644,-0.009549164222960371,-0.004319118774544273,0.013230570827889698
642504,MB,TH,2,102,-0.020540026472033457,-0.0142778098676975,-0.04153051802819624,-0.01675746238241735,-0.033329427389557464,0.016571965007140116,-0.020990491556162783
614547,STR,HPF,1,45,-0.02053554571746241,0.0031136022393165597,-0.02413816576288408,-0.025450457979489804,0.0008999195248640679,-0.026350377504353872,-0.0036026200454216672
614608,STR,HPF,2,123,-0.0070745725619435484,-0.018006535961977044,-0.006118700829395529,0.011409899266307505,0.010026491576203389,0.001383407690104116,0.0009558717325480193
615048,STR,HPF,2,105,-0.010718489389305752,-0.05058981162243992,-0.005253035246393145,0.04260404930459047,0.006102473209892406,0.03650157609469806,0.005465454142912607
615564,STR,HPF,2,99,-0.0102157892062133,-0.011591696256325779,-0.005350178242381987,0.0038087125320281356,-0.007521454297533758,0.011330166829561894,0.004865610963831313
623319,STR,HPF,1,36,-0.09594259722349474,-0.03793900092689184,0.0019060749063981586,-0.00907926023165645,0.2067419975455112,-0.21582125777716765,0.0978486721298929
623322,STR,HPF,1,66,-0.01199413355724055,-0.014886771551292699,-0.012269671527242343,0.002754869009051253,0.008656224149854896,-0.0059013551408036435,-0.0002755379700017935
632295,STR,HPF,2,78,-0.019982228267024893,-0.008290880295207526,-0.011385513918434176,-0.007392990797522009,-0.022191373792771196,0.014798382995249187,0.008596714348590717
638387,STR,HPF,1,63,-0.005736508509248561,-0.005897788252776426,-0.013972251039032435,-0.003956591521364072,0.0012245029893827586,-0.005181094510746831,-0.008235742529783874
640887,STR,HPF,2,144,-0.0066351860889191094,-0.033422415127047855,-0.010065387188080588,0.025072128488548007,0.004027963106601945,0.02104416538194606,-0.0034302010991614784
640890,STR,HPF,2,147,-0.013382338454908937,-0.005396606789731639,-0.018097927311840345,-0.010343526093643002,-0.01202714282204978,0.0016836167284067782,-0.0047155888569314075
642504,STR,HPF,2,102,-0.010032663520135987,-0.006865913424881409,-0.00579037883932032,-0.0010456077548467446,0.006727377744655122,-0.007772985499501867,0.004242284680815667
614547,STR,Isocortex,1,45,-0.010742887744423557,-0.00023507443520121019,0.006600805045884339,-0.0018359669140683987,-0.0024690136772457794,0.0006330467631773806,0.017343692790307896
614608,STR,Isocortex,2,123,-0.013231420403878424,-0.014407505980536417,0.000051081501052374634,0.007817336529123392,0.010812022014919626,-0.0029946854857962335,0.013282501904930799
615048,STR,Isocortex,2,105,-0.0065497893845224975,0.023876662438891694,-0.00862812760993098,-0.03146562093611843,0.00015417504776915614,-0.03161979598388759,-0.0020783382254084826
615564,STR,Isocortex,2,99,-0.0003404371251702898,-0.01048832901401825,0.0028368747795354254,0.011736547841200817,-0.006799468124980612,0.01853601596618143,0.0031773119047057152
623319,STR,Isocortex,1,36,0.013010533171983307,-0.012764855165249722,0.0007429153729248128,0.019641579437703782,0.004879128807125099,0.014762450630578683,-0.012267617799058494
623322,STR,Isocortex,1,66,-0.013536404804300628,0.008636121059473756,-0.014101667950903285,-0.022455157437075712,-0.022150182444714173,-0.0003049749923615397,-0.000565263146602657
632295,STR,Isocortex,2,78,-0.009842545645267098,-0.004816650542256329,-0.021734904926907217,-0.010972074743830829,-0.0747158217729893,0.06374374702915847,-0.011892359281640119
638387,STR,Isocortex,1,63,0.0006082044348560967,-0.011026426257478628,-0.006412145170636263,0.008124455889588544,0.003380683840338683,0.004743772049249861,-0.00702034960549236
640887,STR,Isocortex,2,144,0.0036507887985684495,0.002162202032921834,-0.00997289909108362,-0.005323257179179419,0.011554486329633434,-0.016877743508812854,-0.01362368788965207
640890,STR,Isocortex,2,147,-0.0147674022056683,-0.00454931143306736,0.000747914757184609,-0.002460432291174486,-0.024135658255034387,0.0216752259638599,0.01551531696285291
642504,STR,Isocortex,2,102,-0.06177053110757297,0.00022980463222882497,-0.007856243163525678,-0.03504319176777815,-0.0006200606855416568,-0.03442313108223649,0.05391428794404729
614608,STR,MB,2,123,-0.02134631395799036,-0.008821831048751005,-0.027508729708499935,-0.015605690784494142,-0.021690328269164394,0.006084637484670252,-0.006162415750509576
615048,STR,MB,2,105,-0.006807516741417552,-0.012968024585755578,-0.016082066301457254,0.0015232330643181746,0.018668696043438404,-0.01714546297912023,-0.009274549560039702
615564,STR,MB,1,51,-0.03918969471551481,-0.028372186627563023,-0.019058879778515725,-0.000752100619452245,-0.007766378420060782,0.007014277800608537,0.020130814936999086
