_nwb_path,subject_id,ecephys_session_id,perturbation_family,condition,interpretation_scope,reward_block,n_trials,response_probability,mean_axis_score
https://dandiarchive.s3.amazonaws.com/blobs/4c0/643/4c064370-d6ec-45fb-8be0-edf4ac91097f,642504,1243799530,contrast,full,within_identity_im115_contrast,engaged_2,17,1.0,-0.14780690502086555
https://dandiarchive.s3.amazonaws.com/blobs/4c0/643/4c064370-d6ec-45fb-8be0-edf4ac91097f,642504,1243799530,contrast,full,within_identity_im115_contrast,no_reward,16,0.1875,-0.4731785029793533
https://dandiarchive.s3.amazonaws.com/blobs/559/41e/55941ebd-ef47-4d38-80af-0fabd499db6d,642504,1244070169,contrast,full,within_identity_im115_contrast,engaged_1,9,1.0,0.4839440356976341
https://dandiarchive.s3.amazonaws.com/blobs/559/41e/55941ebd-ef47-4d38-80af-0fabd499db6d,642504,1244070169,contrast,full,within_identity_im115_contrast,engaged_2,17,1.0,-0.06953993567368223
https://dandiarchive.s3.amazonaws.com/blobs/559/41e/55941ebd-ef47-4d38-80af-0fabd499db6d,642504,1244070169,contrast,full,within_identity_im115_contrast,no_reward,19,0.10526315789473684,-0.5237576020602749
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,1181731440,contrast,reduced,within_identity_im115_contrast,engaged_1,9,0.4444444444444444,-0.2515519064480623
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,1181731440,contrast,reduced,within_identity_im115_contrast,engaged_2,13,0.5384615384615384,-0.24622207212856712
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,1181731440,contrast,reduced,within_identity_im115_contrast,no_reward,29,0.13793103448275862,-0.2208529790265442
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,1187475832,contrast,reduced,within_identity_im115_contrast,engaged_1,9,0.0,-0.14259805983661344
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,1187475832,contrast,reduced,within_identity_im115_contrast,engaged_2,21,0.14285714285714285,-0.25160730133833126
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,1187475832,contrast,reduced,within_identity_im115_contrast,no_reward,29,0.06896551724137931,-0.3157649951258416
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,1187940755,contrast,reduced,within_identity_im115_contrast,engaged_1,12,0.25,0.020509186732803605
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,1187940755,contrast,reduced,within_identity_im115_contrast,engaged_2,19,0.21052631578947367,-0.23900664223651433
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,1187940755,contrast,reduced,within_identity_im115_contrast,no_reward,29,0.0,-0.2207624604216192
https://dandiarchive.s3.amazonaws.com/blobs/fe0/9ba/fe09ba54-89e9-4b73-bf95-5127c2ee2ad9,615048,1197514969,contrast,reduced,within_identity_im115_contrast,engaged_1,8,0.125,-0.11337523791484225
https://dandiarchive.s3.amazonaws.com/blobs/fe0/9ba/fe09ba54-89e9-4b73-bf95-5127c2ee2ad9,615048,1197514969,contrast,reduced,within_identity_im115_contrast,engaged_2,16,0.5,-0.13384911890096685
https://dandiarchive.s3.amazonaws.com/blobs/fe0/9ba/fe09ba54-89e9-4b73-bf95-5127c2ee2ad9,615048,1197514969,contrast,reduced,within_identity_im115_contrast,no_reward,18,0.05555555555555555,-0.19675181386212295
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,1197725774,contrast,reduced,within_identity_im115_contrast,engaged_1,7,0.42857142857142855,0.002483394030116723
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,1197725774,contrast,reduced,within_identity_im115_contrast,engaged_2,16,0.3125,-0.24534601897052405
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,1197725774,contrast,reduced,within_identity_im115_contrast,no_reward,18,0.05555555555555555,-0.24903124391727602
https://dandiarchive.s3.amazonaws.com/blobs/3ae/b2f/3aeb2f0d-c1c1-4b50-964b-61caffa07ee9,615564,1198796984,contrast,reduced,within_identity_im115_contrast,engaged_1,7,0.42857142857142855,0.043504817946386165
https://dandiarchive.s3.amazonaws.com/blobs/3ae/b2f/3aeb2f0d-c1c1-4b50-964b-61caffa07ee9,615564,1198796984,contrast,reduced,within_identity_im115_contrast,engaged_2,11,0.7272727272727273,-0.014407345552586793
https://dandiarchive.s3.amazonaws.com/blobs/3ae/b2f/3aeb2f0d-c1c1-4b50-964b-61caffa07ee9,615564,1198796984,contrast,reduced,within_identity_im115_contrast,no_reward,12,0.08333333333333333,-0.26779848204044315
https://dandiarchive.s3.amazonaws.com/blobs/635/68b/63568b8b-5957-4045-b90d-d75108909249,615564,1198995158,contrast,reduced,within_identity_im115_contrast,engaged_1,8,0.5,-0.06388069456286512
https://dandiarchive.s3.amazonaws.com/blobs/635/68b/63568b8b-5957-4045-b90d-d75108909249,615564,1198995158,contrast,reduced,within_identity_im115_contrast,engaged_2,12,0.16666666666666666,-0.2718159796925326
https://dandiarchive.s3.amazonaws.com/blobs/635/68b/63568b8b-5957-4045-b90d-d75108909249,615564,1198995158,contrast,reduced,within_identity_im115_contrast,no_reward,14,0.0,-0.3579964939052246
https://dandiarchive.s3.amazonaws.com/blobs/957/44e/95744e7f-8578-44a4-99fe-df9cdaf362fe,623319,1208053773,contrast,reduced,within_identity_im115_contrast,engaged_1,6,0.6666666666666666,-0.051031851115118265
https://dandiarchive.s3.amazonaws.com/blobs/957/44e/95744e7f-8578-44a4-99fe-df9cdaf362fe,623319,1208053773,contrast,reduced,within_identity_im115_contrast,engaged_2,11,0.45454545454545453,-0.31240590011663555
https://dandiarchive.s3.amazonaws.com/blobs/957/44e/95744e7f-8578-44a4-99fe-df9cdaf362fe,623319,1208053773,contrast,reduced,within_identity_im115_contrast,no_reward,19,0.05263157894736842,-0.17206479225531648
https://dandiarchive.s3.amazonaws.com/blobs/9ae/cb7/9aecb778-a5a0-4554-8b06-3af01005fea5,623319,1209073822,contrast,reduced,within_identity_im115_contrast,engaged_1,6,1.0,-0.19199421415197823
