analysis_id,result_id,contrast_id,hypothesis,dandiset_version,code_version,seed,analysis_tier,inclusion_definition,missingness_stratum,estimate,scale,ci_low,ci_high,confidence_level,ci_method,test_statistic,test_method,p_value,adjusted_p_value,adjustment_method,multiplicity_family,sidedness,n_mice,n_sessions,n_probes,n_units,n_trials,aggregation,bootstrap_id,model_formula,cv_grouping,status,reason
functional_populations,late_minus_early_model_free,late_minus_early_raw,"Late minus early reversible state modulation, model-free windows",0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60-dirty,3051,discovery,behavior-eligible discovery sessions; isolation-only units; familiar full-contrast physical changes; D04 pending,raw-lick labels; running not required,0.19541620662021664,sign-aligned Anscombe-rate units,0.14103001795281528,0.2601430459493722,0.95,mouse percentile bootstrap (10000 resamples),0.19541620662021664,exact_two_sided_sign_flip,0.00048828125,0.00244140625,holm,figure_3_primary_functional_timing,two-sided,12,23,,20667,2392,"mean units within session, sessions within mouse, equal mice",mouse_bootstrap_seed_3051,reward_reversible + engaged_drift + smooth_time + image; adjusted adds lick_response + lick_latency + baseline/window running,nested contiguous folds within reward state and session,pass,
functional_populations,late_minus_early_model_total,late_minus_early_total,"Late minus early reversible state modulation, total model",0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60-dirty,3052,discovery,behavior-eligible discovery sessions; isolation-only units; familiar full-contrast physical changes; D04 pending,raw-lick labels; running not required,0.15027277603922612,sign-aligned Anscombe-rate units,0.11369684191692213,0.19051355089593935,0.95,mouse percentile bootstrap (10000 resamples),0.15027277603922612,exact_two_sided_sign_flip,0.00048828125,0.00244140625,holm,figure_3_primary_functional_timing,two-sided,12,23,,20667,2392,"mean units within session, sessions within mouse, equal mice",mouse_bootstrap_seed_3052,reward_reversible + engaged_drift + smooth_time + image; adjusted adds lick_response + lick_latency + baseline/window running,nested contiguous folds within reward state and session,pass,
functional_populations,late_minus_early_model_adjusted,late_minus_early_adjusted,Late minus early reversible state modulation after lick/running adjustment,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60-dirty,3053,discovery,behavior-eligible discovery sessions; isolation-only units; familiar full-contrast physical changes; D04 pending,running-complete trial windows and raw-lick labels,0.02296341471989276,sign-aligned Anscombe-rate units,0.006931206506853719,0.03749567101642363,0.95,mouse percentile bootstrap (10000 resamples),0.02296341471989276,exact_two_sided_sign_flip,0.01953125,0.01953125,holm,figure_3_primary_functional_timing,two-sided,12,23,,20667,2392,"mean units within session, sessions within mouse, equal mice",mouse_bootstrap_seed_3053,reward_reversible + engaged_drift + smooth_time + image; adjusted adds lick_response + lick_latency + baseline/window running,nested contiguous folds within reward state and session,pass,
functional_populations,late_state_model_total,late_total,"Late-window reversible state modulation, total model",0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60-dirty,3054,discovery,behavior-eligible discovery sessions; isolation-only units; familiar full-contrast physical changes; D04 pending,raw-lick labels; running not required,0.18804665617386,sign-aligned Anscombe-rate units,0.1509427723261888,0.227427026695678,0.95,mouse percentile bootstrap (10000 resamples),0.18804665617386,exact_two_sided_sign_flip,0.00048828125,0.00244140625,holm,figure_3_primary_functional_timing,two-sided,12,23,,20667,2392,"mean units within session, sessions within mouse, equal mice",mouse_bootstrap_seed_3054,reward_reversible + engaged_drift + smooth_time + image; adjusted adds lick_response + lick_latency + baseline/window running,nested contiguous folds within reward state and session,pass,
functional_populations,late_state_model_adjusted,late_adjusted,Late-window reversible state modulation after lick/running adjustment,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60-dirty,3055,discovery,behavior-eligible discovery sessions; isolation-only units; familiar full-contrast physical changes; D04 pending,running-complete trial windows and raw-lick labels,0.03845650156161442,sign-aligned Anscombe-rate units,0.025382447887158526,0.05089084428539886,0.95,mouse percentile bootstrap (10000 resamples),0.03845650156161442,exact_two_sided_sign_flip,0.0009765625,0.00244140625,holm,figure_3_primary_functional_timing,two-sided,12,23,,20667,2392,"mean units within session, sessions within mouse, equal mice",mouse_bootstrap_seed_3055,reward_reversible + engaged_drift + smooth_time + image; adjusted adds lick_response + lick_latency + baseline/window running,nested contiguous folds within reward state and session,pass,
