transition_id,transition_order,anchor_type,condition,bin_index,analysis_block,relative_bin_start_seconds,relative_bin_stop_seconds,relative_bin_center_seconds,n_mice_inventory,n_mice_response_contributing,n_sessions_response_contributing,n_trials_contributing,n_responses_contributing,response_probability,response_probability_ci_low,response_probability_ci_high,response_bootstrap_seed,n_mice_latency_contributing,n_sessions_latency_contributing,n_latency_responses_contributing,mean_session_median_response_latency_seconds,response_latency_ci_low,response_latency_ci_high,latency_bootstrap_seed,confidence_level,bootstrap_resamples,ci_method,aggregation,latency_estimand
reward_withdrawal,1,pseudo,go,1,engaged_1,120.0,240.0,180.0,27,27,99,565,344,0.6497268763472468,0.5782548562120323,0.7234266301685284,1119,27,93,344,0.43895921296293466,0.41039224768514015,0.46660727623455117,1120,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,pseudo,go,2,engaged_1,240.0,360.0,300.0,27,27,99,588,369,0.6621068489124045,0.5907436801881247,0.7314558531746032,1121,27,91,369,0.45424563271601115,0.425134993055528,0.4838253726851281,1122,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,-3,engaged_1,-360.0,-240.0,-300.0,27,27,95,298,32,0.13873456790123456,0.07592592592592592,0.2138387345679012,1123,16,28,32,0.3650887499999473,0.31275502343744077,0.4229809739582934,1124,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,-2,engaged_1,-240.0,-120.0,-180.0,27,27,92,291,34,0.1383377425044092,0.08931455761316871,0.19684009406231628,1125,21,29,34,0.4361580158729872,0.37333494246029536,0.502949946428517,1126,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,-1,engaged_1,-120.0,0.0,-60.0,27,27,94,292,26,0.1074588477366255,0.050462962962962966,0.17834362139917698,1127,14,20,26,0.40252654761904016,0.3298281190475942,0.4811330892857241,1128,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,0,no_reward,0.0,120.0,60.0,27,27,98,353,26,0.0882716049382716,0.049228395061728394,0.13549382716049385,1129,16,22,26,0.41785093749995994,0.3565170624999546,0.47348921093744634,1130,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,1,no_reward,120.0,240.0,180.0,27,27,98,355,36,0.13631687242798354,0.08333333333333331,0.1949588477366255,1131,17,27,36,0.3978018627450655,0.347866132352901,0.4485738186273961,1132,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,2,no_reward,240.0,360.0,300.0,27,27,97,377,22,0.0728395061728395,0.03425925925925926,0.12150591563786003,1133,15,19,22,0.4236061111110732,0.34036384166661965,0.5092895138888276,1134,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,-3,engaged_1,-360.0,-240.0,-300.0,27,27,99,575,349,0.6550154320987653,0.5811393114344502,0.7304050007348618,1135,27,93,349,0.4479489506172526,0.4173486527777424,0.4783923969907264,1136,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,-2,engaged_1,-240.0,-120.0,-180.0,27,27,99,587,366,0.6660444836370762,0.5965177346658828,0.7355161792083088,1137,27,93,366,0.4516606018518249,0.4231237584876301,0.48007482870366397,1138,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,-1,engaged_1,-120.0,0.0,-60.0,27,27,99,573,362,0.6747219772682734,0.5873944554673721,0.758507556829316,1139,27,92,362,0.4578314506172321,0.4271557384258745,0.489220123456753,1140,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,0,no_reward,0.0,120.0,60.0,27,27,99,736,379,0.5507699347977127,0.46887152777777785,0.629428152223291,1141,27,90,379,0.4459337037036724,0.4090338638116722,0.48235610802465734,1142,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,1,no_reward,120.0,240.0,180.0,27,27,99,761,251,0.3667031870735574,0.30538683795628246,0.4308240250832843,1143,27,85,251,0.4738428395061293,0.43842332600304146,0.505896061342544,1144,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,2,no_reward,240.0,360.0,300.0,27,27,99,754,206,0.3100789642456309,0.2511472752213493,0.37457342661625076,1145,27,78,206,0.4752431635801975,0.4382354810956626,0.5097576338734215,1146,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
