subject_id,behavior_block,block_order,response_probability,n_sessions_response_contributing,n_responses,n_go_trials,false_alarm_probability,n_sessions_false_alarm_contributing,n_false_alarms,n_catch_trials,dprime,n_sessions_dprime_contributing,n_sessions_inventory,n_sessions_in_cohort,session_cohort,aggregation_method,n_sessions_contributing
640887,engaged_1,1,0.7826873715071226,3,113,144,0.06722689075630252,3,6,89,2.3034904283497024,3,3,3,technically_valid,equal_session_mean,3
640887,no_reward_late,2,0.09827684827684828,3,11,115,0.06944444444444443,3,5,73,0.066472625414508,3,3,3,technically_valid,equal_session_mean,3
640887,engaged_2_early,3,0.7944573944573944,3,128,161,0.05085964004370077,3,5,98,2.360838500425862,3,3,3,technically_valid,equal_session_mean,3
640887,engaged_2_late,4,0.8948101706722396,3,85,95,0.0,3,0,54,3.3174495476958317,3,3,3,technically_valid,equal_session_mean,3
640887,engaged_1,1,0.8217583299879567,2,82,100,0.10084033613445378,2,6,62,2.142952639748299,2,3,2,threshold_selected,equal_session_mean,2
640887,no_reward_late,2,0.025793650793650792,2,2,78,0.0625,2,3,49,-0.20382196955249743,2,3,2,threshold_selected,equal_session_mean,2
640887,engaged_2_early,3,0.8027972027972028,2,86,107,0.030834914611005692,2,2,65,2.534843830815068,2,3,2,threshold_selected,equal_session_mean,2
640887,engaged_2_late,4,0.8939393939393939,2,59,66,0.0,2,0,37,3.4230133231752715,2,3,2,threshold_selected,equal_session_mean,2
640890,engaged_1,1,0.9167461047925843,4,157,171,0.1646853146853147,4,18,111,2.3359100900455374,4,4,4,technically_valid,equal_session_mean,4
640890,no_reward_late,2,0.209459242618742,4,33,161,0.03364389233954451,4,3,91,0.70263151271786,4,4,4,technically_valid,equal_session_mean,4
640890,engaged_2_early,3,0.8667966903073285,4,172,198,0.10146976679234743,4,12,123,2.5379317811256112,4,4,4,technically_valid,equal_session_mean,4
640890,engaged_2_late,4,0.5771139705882353,4,77,135,0.0808531746031746,4,7,84,1.5161385251969484,4,4,4,technically_valid,equal_session_mean,4
640890,engaged_1,1,0.9171159029649596,2,87,95,0.09906759906759907,2,6,59,2.553556080443135,2,4,2,threshold_selected,equal_session_mean,2
640890,no_reward_late,2,0.08536585365853659,2,7,83,0.0,2,0,47,0.45027713483993403,2,4,2,threshold_selected,equal_session_mean,2
640890,engaged_2_early,3,0.9144444444444444,2,95,104,0.03128054740957967,2,2,64,3.0254685338638185,2,4,2,threshold_selected,equal_session_mean,2
640890,engaged_2_late,4,0.4970588235294118,2,34,69,0.09027777777777778,2,4,42,1.2359638629822909,2,4,2,threshold_selected,equal_session_mean,2
642504,engaged_1,1,0.9510289609073803,3,133,140,0.07387520525451559,3,6,82,2.9732776204923503,3,3,3,technically_valid,equal_session_mean,3
642504,no_reward_late,2,0.08764762314333918,3,10,118,0.0,3,0,75,0.708854487675822,3,3,3,technically_valid,equal_session_mean,3
642504,engaged_2_early,3,0.9299761833454556,3,145,156,0.04185478418286113,3,4,94,3.0426068538605153,3,3,3,technically_valid,equal_session_mean,3
642504,engaged_2_late,4,0.922683844335697,3,95,103,0.08784271284271283,3,5,59,2.65850791910694,3,3,3,technically_valid,equal_session_mean,3
642504,engaged_1,1,0.9510289609073803,3,133,140,0.07387520525451559,3,6,82,2.9732776204923503,3,3,3,threshold_selected,equal_session_mean,3
642504,no_reward_late,2,0.08764762314333918,3,10,118,0.0,3,0,75,0.708854487675822,3,3,3,threshold_selected,equal_session_mean,3
642504,engaged_2_early,3,0.9299761833454556,3,145,156,0.04185478418286113,3,4,94,3.0426068538605153,3,3,3,threshold_selected,equal_session_mean,3
642504,engaged_2_late,4,0.922683844335697,3,95,103,0.08784271284271283,3,5,59,2.65850791910694,3,3,3,threshold_selected,equal_session_mean,3
