_nwb_path,subject_id,ecephys_session_id,perturbation_family,condition,interpretation_scope,metric,engaged_1,no_reward,engaged_2,reversible_contrast,n_trials,minimum_block_trials,status
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,1181731440,contrast,reduced,within_identity_im115_contrast,early_reward_axis,-0.2515519064480623,-0.2208529790265442,-0.24622207212856712,-0.02803401026177052,51,9,pass
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,1187475832,contrast,reduced,within_identity_im115_contrast,early_reward_axis,-0.14259805983661344,-0.3157649951258416,-0.25160730133833126,0.11866231453836926,59,9,pass
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,1187940755,contrast,reduced,within_identity_im115_contrast,early_reward_axis,0.020509186732803605,-0.2207624604216192,-0.23900664223651433,0.11151373266976385,60,12,pass
https://dandiarchive.s3.amazonaws.com/blobs/fe0/9ba/fe09ba54-89e9-4b73-bf95-5127c2ee2ad9,615048,1197514969,contrast,reduced,within_identity_im115_contrast,early_reward_axis,-0.11337523791484225,-0.19675181386212295,-0.13384911890096685,0.07313963545421842,42,8,pass
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,1197725774,contrast,reduced,within_identity_im115_contrast,early_reward_axis,0.002483394030116723,-0.24903124391727602,-0.24534601897052405,0.12759993144707235,41,7,pass
https://dandiarchive.s3.amazonaws.com/blobs/3ae/b2f/3aeb2f0d-c1c1-4b50-964b-61caffa07ee9,615564,1198796984,contrast,reduced,within_identity_im115_contrast,early_reward_axis,0.043504817946386165,-0.26779848204044315,-0.014407345552586793,0.2823472182373428,30,7,pass
https://dandiarchive.s3.amazonaws.com/blobs/635/68b/63568b8b-5957-4045-b90d-d75108909249,615564,1198995158,contrast,reduced,within_identity_im115_contrast,early_reward_axis,-0.06388069456286512,-0.3579964939052246,-0.2718159796925326,0.1901481567775257,34,8,pass
https://dandiarchive.s3.amazonaws.com/blobs/957/44e/95744e7f-8578-44a4-99fe-df9cdaf362fe,623319,1208053773,contrast,reduced,within_identity_im115_contrast,early_reward_axis,-0.051031851115118265,-0.17206479225531648,-0.31240590011663555,-0.009654083360560423,36,6,pass
https://dandiarchive.s3.amazonaws.com/blobs/9ae/cb7/9aecb778-a5a0-4554-8b06-3af01005fea5,623319,1209073822,contrast,reduced,within_identity_im115_contrast,early_reward_axis,-0.19199421415197823,-0.21658641003474396,-0.2938642937401366,-0.02634284391131346,37,6,pass
https://dandiarchive.s3.amazonaws.com/blobs/5d9/4f7/5d94f7f7-daa2-4d2d-93a5-1bd2bc02e141,623322,1200471383,contrast,reduced,within_identity_im115_contrast,early_reward_axis,0.09520560202520488,-0.3141070201826383,-0.25901249722173486,0.23220357258437332,36,7,pass
https://dandiarchive.s3.amazonaws.com/blobs/3d6/dc4/3d6dc44c-8001-467b-be23-96ba4b22da97,623322,1200659846,contrast,reduced,within_identity_im115_contrast,early_reward_axis,-0.11152707273789209,-0.23309080387162734,-0.21904948781765401,0.06780252359385429,42,9,pass
https://dandiarchive.s3.amazonaws.com/blobs/d0e/7e5/d0e7e549-f015-47fe-baa5-db8170c52771,623322,1200878248,contrast,reduced,within_identity_im115_contrast,early_reward_axis,0.09820368265830096,-0.269841634942053,-0.26540550305385535,0.18624072474427578,40,9,pass
https://dandiarchive.s3.amazonaws.com/blobs/4bd/cd2/4bdcd217-633c-4841-a9b1-208c117f5ea3,626279,1214217748,contrast,reduced,within_identity_im115_contrast,early_reward_axis,0.11628806191159143,-0.25914097856377966,-0.17985463302490792,0.22735769300712144,38,8,pass
https://dandiarchive.s3.amazonaws.com/blobs/8bb/124/8bb12481-57e1-4f9d-95f0-c2ec49f2e338,632295,1218795542,contrast,reduced,within_identity_im115_contrast,early_reward_axis,-0.20067933910858732,-0.22552391764447627,-0.15743579835542412,0.04646634891247055,36,5,pass
https://dandiarchive.s3.amazonaws.com/blobs/db1/7c5/db17c503-6c6e-44c4-921f-4b0ddfa6dbdb,632295,1219127153,contrast,reduced,within_identity_im115_contrast,early_reward_axis,-0.17070837652850246,-0.24810664880979727,-0.2055801161401817,0.05996240247545519,36,6,pass
https://dandiarchive.s3.amazonaws.com/blobs/d8b/8a9/d8b8a9fb-eda0-459f-a722-60a69961c992,638387,1229654875,contrast,reduced,within_identity_im115_contrast,early_reward_axis,0.013124507963224272,-0.17480115618471323,-0.09181118572511726,0.13545781730376674,32,10,pass
https://dandiarchive.s3.amazonaws.com/blobs/584/1b8/5841b844-3102-4b4f-8f2c-e4cd23ec8f45,640887,1234203203,contrast,reduced,within_identity_im115_contrast,early_reward_axis,-0.13516315071234355,-0.33173810948713794,-0.2528270945585602,0.1377429868516861,46,9,pass
https://dandiarchive.s3.amazonaws.com/blobs/cfc/bf1/cfcbf155-cb15-455d-8450-0ef256540990,640887,1234410451,contrast,reduced,within_identity_im115_contrast,early_reward_axis,-0.06332081193689196,-0.27780371102983764,-0.06690774557990481,0.21268943227143924,46,10,pass
https://dandiarchive.s3.amazonaws.com/blobs/13d/b29/13db29ff-1454-412d-8680-ecd7a38c6f95,640890,1232430325,contrast,reduced,within_identity_im115_contrast,early_reward_axis,0.051818481291966464,-0.21609423108978043,-0.06046579722387144,0.21177057312382797,44,10,pass
https://dandiarchive.s3.amazonaws.com/blobs/e3b/977/e3b97777-89fa-4730-8d0e-fae22e471f07,640890,1232725697,contrast,reduced,within_identity_im115_contrast,early_reward_axis,0.02903919251199984,-0.2841817945992924,-0.20250878658021831,0.19744699756518314,47,9,pass
