split_seed,search_method,objective_arithmetic,n_inventory_mice,n_eligible_mice,n_excluded_mice,n_discovery_mice,n_confirmation_mice,n_inventory_sessions,n_threshold_selected_sessions,n_discovery_inventory_sessions,n_confirmation_inventory_sessions,n_discovery_threshold_selected_sessions,n_confirmation_threshold_selected_sessions,n_balance_families,n_balance_features,n_candidates_evaluated,n_primary_objective_ties,n_secondary_objective_ties,mean_family_mean_squared_smd,mean_family_mean_squared_smd_exact,root_mean_family_mean_squared_smd,maximum_absolute_smd,maximum_squared_smd_exact,selected_tie_break_sha256,allocation_status,ready_for_neural_discovery,confirmation_policy,neural_activity_used_for_allocation
1051,exhaustive,exact_fraction_squared_smd,27,18,9,12,6,99,34,44,22,23,11,5,13,18564,2,2,0.003515768200004582,1571293/446927360,0.05929391368432836,0.1947984306184949,17/448,9bdc54dd6b0549ca69aa0693b7974ee0966cec6e0ba75eab95996b593f4f1619,provisional_pending_coarse_regional_coverage,false,provisional_holdout_not_activated,false
