subject_id,transition_id,transition_order,anchor_type,condition,bin_index,analysis_block,relative_bin_start_seconds,relative_bin_stop_seconds,relative_bin_center_seconds,n_sessions_inventory,n_sessions_in_analysis,n_sessions_response_contributing,response_probability,n_trials_contributing,n_responses_contributing,n_sessions_latency_contributing,mean_session_median_response_latency_seconds,n_latency_responses_contributing,n_sessions_response_missing,n_sessions_latency_missing,mouse_bin_status,within_mouse_aggregation
608671,reward_restoration,2,pseudo,go,-3,no_reward,-360.0,-240.0,-300.0,4,4,4,0.027777777777777776,38,1,1,0.4782800000000407,1,0,3,observed,equal_session_mean
608671,reward_restoration,2,pseudo,go,-2,no_reward,-240.0,-120.0,-180.0,4,4,4,0.05,40,2,1,0.5365399999999454,2,0,3,observed,equal_session_mean
608671,reward_restoration,2,pseudo,go,-1,no_reward,-120.0,0.0,-60.0,4,4,4,0.0,32,0,0,,0,0,4,observed,equal_session_mean
608671,reward_restoration,2,pseudo,go,0,no_reward,0.0,120.0,60.0,4,4,4,0.08333333333333333,41,4,1,0.6285199999998667,4,0,3,observed,equal_session_mean
608671,reward_restoration,2,pseudo,go,1,no_reward,120.0,240.0,180.0,4,4,4,0.0,38,0,0,,0,0,4,observed,equal_session_mean
608671,reward_restoration,2,pseudo,go,2,no_reward,240.0,360.0,300.0,4,4,4,0.0,37,0,0,,0,0,4,observed,equal_session_mean
608671,reward_restoration,2,real,catch,-3,no_reward,-360.0,-240.0,-300.0,4,4,4,0.0,17,0,0,,0,0,4,observed,equal_session_mean
608671,reward_restoration,2,real,catch,-2,no_reward,-240.0,-120.0,-180.0,4,4,4,0.0,11,0,0,,0,0,4,observed,equal_session_mean
608671,reward_restoration,2,real,catch,-1,no_reward,-120.0,0.0,-60.0,4,4,4,0.0,12,0,0,,0,0,4,observed,equal_session_mean
608671,reward_restoration,2,real,catch,0,engaged_2,0.0,120.0,60.0,4,4,4,0.25,7,1,1,0.7450599999997394,1,0,3,observed,equal_session_mean
608671,reward_restoration,2,real,catch,1,engaged_2,120.0,240.0,180.0,4,4,4,0.08333333333333333,10,1,1,0.19441999999980908,1,0,3,observed,equal_session_mean
608671,reward_restoration,2,real,catch,2,engaged_2,240.0,360.0,300.0,4,4,4,0.0,13,0,0,,0,0,4,observed,equal_session_mean
608671,reward_restoration,2,real,go,-3,no_reward,-360.0,-240.0,-300.0,4,4,4,0.0,35,0,0,,0,0,4,observed,equal_session_mean
608671,reward_restoration,2,real,go,-2,no_reward,-240.0,-120.0,-180.0,4,4,4,0.0,38,0,0,,0,0,4,observed,equal_session_mean
608671,reward_restoration,2,real,go,-1,no_reward,-120.0,0.0,-60.0,4,4,4,0.0,40,0,0,,0,0,4,observed,equal_session_mean
608671,reward_restoration,2,real,go,0,engaged_2,0.0,120.0,60.0,4,4,4,0.3416666666666667,22,7,3,0.5038900000000316,7,0,1,observed,equal_session_mean
608671,reward_restoration,2,real,go,1,engaged_2,120.0,240.0,180.0,4,4,4,0.25416666666666665,30,7,4,0.5515637499999002,7,0,0,observed,equal_session_mean
608671,reward_restoration,2,real,go,2,engaged_2,240.0,360.0,300.0,4,4,4,0.041666666666666664,34,1,1,0.6294600000001083,1,0,3,observed,equal_session_mean
608672,reward_withdrawal,1,pseudo,catch,-3,engaged_1,-360.0,-240.0,-300.0,4,4,3,0.16666666666666666,5,1,1,0.3778000000000077,1,1,3,observed,equal_session_mean
608672,reward_withdrawal,1,pseudo,catch,-2,engaged_1,-240.0,-120.0,-180.0,4,4,4,0.0,8,0,0,,0,0,4,observed,equal_session_mean
608672,reward_withdrawal,1,pseudo,catch,-1,engaged_1,-120.0,0.0,-60.0,4,4,4,0.125,9,1,1,0.34489999999999554,1,0,3,observed,equal_session_mean
608672,reward_withdrawal,1,pseudo,catch,0,engaged_1,0.0,120.0,60.0,4,4,4,0.3333333333333333,7,2,2,0.33601499999997486,2,0,2,observed,equal_session_mean
608672,reward_withdrawal,1,pseudo,catch,1,engaged_1,120.0,240.0,180.0,4,4,4,0.375,7,2,2,0.4535749999999439,2,0,2,observed,equal_session_mean
608672,reward_withdrawal,1,pseudo,catch,2,engaged_1,240.0,360.0,300.0,4,4,4,0.20833333333333331,7,2,2,0.4035899999999515,2,0,2,observed,equal_session_mean
608672,reward_withdrawal,1,pseudo,go,-3,engaged_1,-360.0,-240.0,-300.0,4,4,4,0.8517857142857143,18,15,4,0.35142625000000294,15,0,0,observed,equal_session_mean
608672,reward_withdrawal,1,pseudo,go,-2,engaged_1,-240.0,-120.0,-180.0,4,4,4,0.6625,18,12,4,0.3766787500000106,12,0,0,observed,equal_session_mean
608672,reward_withdrawal,1,pseudo,go,-1,engaged_1,-120.0,0.0,-60.0,4,4,4,0.6458333333333333,17,11,4,0.35743625000004187,11,0,0,observed,equal_session_mean
608672,reward_withdrawal,1,pseudo,go,0,engaged_1,0.0,120.0,60.0,4,4,4,0.6354166666666666,24,14,4,0.38091249999996535,14,0,0,observed,equal_session_mean
608672,reward_withdrawal,1,pseudo,go,1,engaged_1,120.0,240.0,180.0,4,4,4,0.5833333333333334,21,12,4,0.3510699999999929,12,0,0,observed,equal_session_mean
