transition_id,transition_order,anchor_type,condition,bin_index,analysis_block,relative_trial_start,relative_trial_stop,relative_trial_center,n_mice_inventory,n_mice_response_contributing,n_sessions_response_contributing,n_trials_contributing,n_responses_contributing,response_probability,response_probability_ci_low,response_probability_ci_high,response_bootstrap_seed,n_mice_latency_contributing,n_sessions_latency_contributing,n_latency_responses_contributing,mean_session_median_response_latency_seconds,response_latency_ci_low,response_latency_ci_high,latency_bootstrap_seed,confidence_level,bootstrap_resamples,ci_method,aggregation,latency_estimand
reward_withdrawal,1,pseudo,catch,-2,engaged_1,-16,-9,-12.5,27,27,88,234,32,0.1412037037037037,0.09567901234567902,0.18981481481481483,11101,19,25,32,0.4217836842105422,0.3802706973684403,0.46964044736844185,11102,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,pseudo,catch,-1,engaged_1,-8,-1,-4.5,27,27,98,271,30,0.12834362139917693,0.07406764403292186,0.18852880658436214,11103,15,26,30,0.4414521666666164,0.38832809166657956,0.4937740708333134,11104,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,pseudo,catch,1,engaged_1,1,8,4.5,27,27,99,238,38,0.1862139917695473,0.12037037037037036,0.2561728395061728,11105,19,33,38,0.39547749999995097,0.33146461842103636,0.46398646381576314,11106,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,pseudo,catch,2,engaged_1,9,16,12.5,27,27,96,282,33,0.11682098765432097,0.07329989711934158,0.16162551440329215,11107,17,27,33,0.4414496078430902,0.3781402671568181,0.5065355808822993,11108,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,pseudo,catch,3,engaged_1,17,24,20.5,27,27,81,209,24,0.1476337448559671,0.08626286008230455,0.22052726337448555,11109,18,22,24,0.4139415277777374,0.3432719097221916,0.4918700972221881,11110,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,pseudo,go,-3,engaged_1,-24,-17,-20.5,27,25,68,342,209,0.6613968253968254,0.564522619047619,0.7557950396825397,11111,25,65,209,0.46346978333333,0.4243350999999975,0.5018112858333152,11112,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,pseudo,go,-2,engaged_1,-16,-9,-12.5,27,27,90,486,326,0.6653512639623751,0.5797793577307467,0.747432208994709,11113,27,84,326,0.44946686728394325,0.4178156311728328,0.48495445640431795,11114,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,pseudo,go,-1,engaged_1,-8,-1,-4.5,27,27,98,513,331,0.6612433862433862,0.589728835978836,0.730342629335685,11115,27,92,331,0.44567035493827517,0.41668405902779676,0.47455241782407304,11116,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,pseudo,go,1,engaged_1,1,8,4.5,27,27,99,554,338,0.6262566137566138,0.5403282995296884,0.7091209215167549,11117,26,88,338,0.44702123397433147,0.41653335697111504,0.4772778561698283,11118,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,pseudo,go,2,engaged_1,9,16,12.5,27,27,97,494,310,0.64157480893592,0.562186397707231,0.7192171884185773,11119,27,90,310,0.4608168209876269,0.430791428240717,0.49119886304012644,11120,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
