analysis_id,result_id,contrast_id,hypothesis,dandiset_version,code_version,seed,analysis_tier,inclusion_definition,missingness_stratum,estimate,scale,ci_low,ci_high,confidence_level,ci_method,test_statistic,test_method,p_value,adjusted_p_value,adjustment_method,multiplicity_family,sidedness,n_mice,n_sessions,n_probes,n_units,n_trials,aggregation,bootstrap_id,model_formula,cv_grouping,status,reason
simultaneous_network_interaction,MB_to_Isocortex_controlled_reversible_source_added_r2,real_minus_trial_shift_reversible_delta_r2,Positive-lag source-added target prediction is stronger in reward-available blocks than NR beyond the same contrast after within-block trial shifting,0.260825.2232,b953bfdb128e3c196cb95c0499a91eeff0191f60+dirty,1052,discovery,behavior-eligible discovery sessions; isolation QC; familiar full-contrast physical changes; no lick from -150 through +300 ms; equal trials and units,running/pupil not included in preliminary slice; eventual lick response and latency included; D04 consistency pending,0.010213663024834795,held-out target R-squared difference in reversible contrasts,-0.0024581899981601374,0.026647652516293915,0.95,mouse percentile bootstrap,0.010213663024834795,exact_two_sided_sign_flip,0.26953125,1.0,holm,discovery_region_pair_interaction_screen,two-sided,10,13,,580,738,equal-session mean within mouse; equal-mouse mean,mouse_percentile_seed_1052,"target late [150,300) ms residual ~ positive-lag source early [0,150) ms RRR after stimulus/time/eventual-response covariates and target early history",nested contiguous trials within block and session,fragile,positive_discovery_nomination_not_familywise_significant
