source_url,repository_commit,sha256,content_size_bytes,cached_path,cache_status
https://raw.githubusercontent.com/AllenInstitute/SHIELD_Dynamic_Gating_Analysis/3c09a0dc2972381f06393ddf5c000e16462c7037/metadata_tables/dynamic_gating_session_metadata.csv,3c09a0dc2972381f06393ddf5c000e16462c7037,2c5ba529375b1c1407c4c5f5cb40a428fd5d00fb17027039cd0b4f32574abb5f,41561,/Users/benh/github/ai-dg-paper/results/cache/dynamic_gating_session_metadata.csv,verified_existing
