table_id,table_path,column_name,column_requirement,expected_logical_dtype,n_sources_audited,n_sources_present,n_sources_missing_or_unread,n_sources_compatible,n_sources_incompatible,n_sources_read_error,n_schema_variants,schema_variant_sha256s,observed_physical_dtypes,field_audit_status
trials,/intervals/trials,no_reward_epoch,optional,boolean,99,77,22,77,0,0,2,086442ded83a17f0ee29ce7f402546125b8048ae1601dcff905bebe9e10a0a52;ad72beef082b74f8fa8b830b7c977fa4a55f3ea4476410a49aaf3f4cd2a2f8d4,Boolean,optional_missing
trials,/intervals/trials,omitted_reward,optional,boolean,99,77,22,77,0,0,2,086442ded83a17f0ee29ce7f402546125b8048ae1601dcff905bebe9e10a0a52;ad72beef082b74f8fa8b830b7c977fa4a55f3ea4476410a49aaf3f4cd2a2f8d4,Boolean,optional_missing
trials,/intervals/trials,response_latency,optional,numeric,99,99,0,99,0,0,2,086442ded83a17f0ee29ce7f402546125b8048ae1601dcff905bebe9e10a0a52;ad72beef082b74f8fa8b830b7c977fa4a55f3ea4476410a49aaf3f4cd2a2f8d4,Float64,pass
trials,/intervals/trials,response_time,unexpected,,99,99,0,0,99,0,2,086442ded83a17f0ee29ce7f402546125b8048ae1601dcff905bebe9e10a0a52;ad72beef082b74f8fa8b830b7c977fa4a55f3ea4476410a49aaf3f4cd2a2f8d4,Float64,dtype_incompatible
trials,/intervals/trials,reward_time,unexpected,,99,99,0,0,99,0,2,086442ded83a17f0ee29ce7f402546125b8048ae1601dcff905bebe9e10a0a52;ad72beef082b74f8fa8b830b7c977fa4a55f3ea4476410a49aaf3f4cd2a2f8d4,Float64,dtype_incompatible
trials,/intervals/trials,reward_volume,unexpected,,99,99,0,0,99,0,2,086442ded83a17f0ee29ce7f402546125b8048ae1601dcff905bebe9e10a0a52;ad72beef082b74f8fa8b830b7c977fa4a55f3ea4476410a49aaf3f4cd2a2f8d4,Float64,dtype_incompatible
trials,/intervals/trials,start_time,required,numeric,99,99,0,99,0,0,2,086442ded83a17f0ee29ce7f402546125b8048ae1601dcff905bebe9e10a0a52;ad72beef082b74f8fa8b830b7c977fa4a55f3ea4476410a49aaf3f4cd2a2f8d4,Float64,pass
trials,/intervals/trials,stop_time,required,numeric,99,99,0,99,0,0,2,086442ded83a17f0ee29ce7f402546125b8048ae1601dcff905bebe9e10a0a52;ad72beef082b74f8fa8b830b7c977fa4a55f3ea4476410a49aaf3f4cd2a2f8d4,Float64,pass
trials,/intervals/trials,trial_length,unexpected,,99,99,0,0,99,0,2,086442ded83a17f0ee29ce7f402546125b8048ae1601dcff905bebe9e10a0a52;ad72beef082b74f8fa8b830b7c977fa4a55f3ea4476410a49aaf3f4cd2a2f8d4,Float64,dtype_incompatible
units,/units,PT_ratio,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,amplitude,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,amplitude_cutoff,required,numeric,99,99,0,99,0,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,pass
units,/units,cluster_id,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Int64,dtype_incompatible
units,/units,cumulative_drift,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,d_prime,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,id,required,integer,99,99,0,99,0,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Int32,pass
units,/units,isi_label,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,String,dtype_incompatible
units,/units,isi_violations,required,numeric,99,99,0,99,0,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,pass
units,/units,isolation_distance,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,l_ratio,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,local_index,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Int64,dtype_incompatible
units,/units,max_drift,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,nn_hit_rate,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,nn_miss_rate,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,peak_channel_id,required,integer,99,99,0,99,0,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Int64,pass
units,/units,presence_ratio,optional,numeric,99,99,0,99,0,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,pass
units,/units,quality,required,string,99,99,0,99,0,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,String,pass
units,/units,recovery_slope,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,repolarization_slope,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,silhouette_score,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,snr,optional,numeric,99,99,0,99,0,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,pass
units,/units,spike_amplitudes,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,List(Float64),dtype_incompatible
units,/units,spike_times,required,list_numeric,99,99,0,99,0,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,List(Float64),pass
units,/units,spread,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,structure_layer,optional,string,99,99,0,99,0,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,String,pass
units,/units,velocity_above,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,velocity_below,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,waveform_duration,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,Float64,dtype_incompatible
units,/units,waveform_mean,unexpected,,99,99,0,0,99,0,1,1749b8f078e3694e5174fc7e75db6194af5a58410368ecea3ad185dba5589c3b,"List(Array(Float64, shape=(82,)))",dtype_incompatible
