source_url,repository_commit,sha256,content_size_bytes,cached_path,cache_status
https://raw.githubusercontent.com/AllenInstitute/SHIELD_Dynamic_Gating_Analysis/3c09a0dc2972381f06393ddf5c000e16462c7037/metadata_tables/master_stim_trials_table.csv,3c09a0dc2972381f06393ddf5c000e16462c7037,a29a3edd22b1f0838ddc1794139ba61d075e03c2d3fa5ba7d14e7caf7f9ebf7b,80416793,/Users/benh/github/ai-dg-paper/results/cache/master_stim_trials_table.csv,verified_existing
